# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* AKMGFOCH_05378      K00927  102.33  529.1  4.2e-159 phosphoglycerate kinase [EC:2.7.2.3]
* AKMGFOCH_05379      K00134  424.07  615.3  3.8e-185 glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]
* AKMGFOCH_05380      K01091  121.67  196.9   2.1e-58 phosphoglycolate phosphatase [EC:3.1.3.18]
* AKMGFOCH_05381      K00615  220.47  730.9  6.8e-220 transketolase [EC:2.2.1.1]
* AKMGFOCH_05382      K00855  186.83  342.1  1.2e-102 phosphoribulokinase [EC:2.7.1.19]
* AKMGFOCH_05383      K01086  590.50  622.3  8.4e-188 fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
* AKMGFOCH_05383      K03841  207.73  432.6  4.9e-130 fructose-1,6-bisphosphatase I [EC:3.1.3.11]
* AKMGFOCH_05384      K01783  259.53  343.4  6.4e-103 ribulose-phosphate 3-epimerase [EC:5.1.3.1]
* AKMGFOCH_05386      K06413  167.93  383.5  5.9e-115 stage V sporulation protein K
* AKMGFOCH_05387      K01602   45.97  143.5   3.2e-42 ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]
* AKMGFOCH_05388      K01601  340.03  798.6  9.1e-241 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
* AKMGFOCH_05389      K21703  289.37  402.6  9.1e-121 LysR family transcriptional regulator, low CO2-responsive transcriptional regulator
* AKMGFOCH_05390      K20329  233.90  289.0   7.4e-87 IclR family transcriptional regulator, positive regulator for flagellar biogenesis
* AKMGFOCH_05394      K07795   99.77  291.3   5.3e-87 putative tricarboxylic transport membrane protein
* AKMGFOCH_05396      K01041  547.47  635.1  1.4e-191 glutaryl-CoA transferase [EC:2.8.3.-]
* AKMGFOCH_05398      K01969  781.63  852.1  2.5e-256 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
* AKMGFOCH_05401      K07481   77.37  372.0  2.2e-111 transposase, IS5 family
* AKMGFOCH_05404      K07645  392.80  416.1  8.7e-125 two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
* AKMGFOCH_05406      K07493   38.77  156.8   3.5e-46 putative transposase
* AKMGFOCH_05407      K04084  264.13  524.8  1.4e-157 thioredoxin:protein disulfide reductase [EC:1.8.4.16]
* AKMGFOCH_05409      K03805  103.17  270.2   1.7e-80 thiol:disulfide interchange protein DsbG
* AKMGFOCH_05411      K07090   40.10   73.2     7e-21 uncharacterized protein
* AKMGFOCH_05412      K07090   40.10   47.6     4e-13 uncharacterized protein
* AKMGFOCH_05415      K07498  116.07  273.5   1.3e-81 putative transposase
* AKMGFOCH_05417      K16249   60.57   87.3   4.2e-25 phenol/toluene 2-monooxygenase (NADH) P0/A0
* AKMGFOCH_05418      K16243  309.07  494.9  3.5e-149 phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243]
* AKMGFOCH_05419      K16244   86.80  132.4   2.1e-39 phenol/toluene 2-monooxygenase (NADH) P2/A2 [EC:1.14.13.244 1.14.13.243]
* AKMGFOCH_05420      K16242  561.70  939.7  1.1e-283 phenol/toluene 2-monooxygenase (NADH) P3/A3 [EC:1.14.13.244 1.14.13.243]
* AKMGFOCH_05421      K16245  105.10  166.5     8e-50 phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]
* AKMGFOCH_05422      K16246  404.40  555.8    1e-167 phenol/toluene 2-monooxygenase (NADH) P5/A5 [EC:1.14.13.244 1.14.13.243]
* AKMGFOCH_05423      K00446  200.20  335.1  2.5e-100 catechol 2,3-dioxygenase [EC:1.13.11.2]
* AKMGFOCH_05424      K11477   32.93  144.0   1.8e-42 glc operon protein GlcG
* AKMGFOCH_05425      K10217  683.87  813.1  2.4e-245 aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]
* AKMGFOCH_05426      K18364  366.13  440.6  6.6e-133 2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]
* AKMGFOCH_05426      K02554  293.17  320.5     7e-96 2-keto-4-pentenoate hydratase [EC:4.2.1.80]
* AKMGFOCH_05427      K18366  479.73  558.9  9.3e-169 acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]
* AKMGFOCH_05427      K04073  460.37  476.5  1.5e-143 acetaldehyde dehydrogenase [EC:1.2.1.10]
* AKMGFOCH_05428      K18365  544.50  652.2  5.5e-197 4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]
* AKMGFOCH_05428      K01666  160.67  429.3  6.2e-129 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]
* AKMGFOCH_05429      K01617  293.93  350.2  2.3e-105 2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]
* AKMGFOCH_05430      K01821   30.90   68.7   2.1e-19 4-oxalocrotonate tautomerase [EC:5.3.2.6]
* AKMGFOCH_05431      K15760  301.57  880.5  1.1e-265 toluene monooxygenase system protein A [EC:1.14.13.236 1.14.13.-]
* AKMGFOCH_05432      K15761   47.93  128.9   2.3e-38 toluene monooxygenase system protein B [EC:1.14.13.236 1.14.13.-]
* AKMGFOCH_05433      K15762   94.20  160.6   1.1e-47 toluene monooxygenase system ferredoxin subunit
* AKMGFOCH_05434      K15763   71.73  125.2   3.7e-37 toluene monooxygenase system protein D [EC:1.14.13.236 1.14.13.-]
* AKMGFOCH_05435      K15764  325.77  506.3  1.2e-152 toluene monooxygenase system protein E [EC:1.14.13.236 1.14.13.-]
* AKMGFOCH_05436      K15765  323.93  487.4  7.4e-147 toluene monooxygenase electron transfer component [EC:1.18.1.3]
* AKMGFOCH_05437      K00799   63.80  101.5   2.3e-29 glutathione S-transferase [EC:2.5.1.18]
* AKMGFOCH_05439      K06076   75.73  230.3   1.7e-68 long-chain fatty acid transport protein
* AKMGFOCH_05440      K10216  265.90  333.4  4.3e-100 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]
* AKMGFOCH_05444      K00075  208.60  367.3  5.3e-110 UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
* AKMGFOCH_05445      K00215  131.17  310.0   9.7e-93 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
* AKMGFOCH_05446      K06186   69.27  191.5   9.3e-57 outer membrane protein assembly factor BamE
* AKMGFOCH_05447      K03711  139.53  188.2   9.8e-56 Fur family transcriptional regulator, ferric uptake regulator
* AKMGFOCH_05448      K03631  127.67  683.1  1.5e-205 DNA repair protein RecN (Recombination protein N)
* AKMGFOCH_05449      K00858   35.10  264.7   5.3e-79 NAD+ kinase [EC:2.7.1.23]
* AKMGFOCH_05450      K03705   63.77  414.9  1.5e-124 heat-inducible transcriptional repressor
* AKMGFOCH_05451      K01772   79.67  380.9  4.3e-114 protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
* AKMGFOCH_05453      K03687   33.93  189.5   3.5e-56 molecular chaperone GrpE
* AKMGFOCH_05455      K04043  799.80  960.5  3.8e-289 molecular chaperone DnaK
* AKMGFOCH_05456      K03686  404.07  531.2  1.9e-159 molecular chaperone DnaJ
* AKMGFOCH_05458      K07263  254.50  480.5  4.5e-144 zinc protease [EC:3.4.24.-]
* AKMGFOCH_05459      K03790  111.80  142.0     1e-41 [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
* AKMGFOCH_05461      K24217  175.93  248.1   4.9e-74 L-amino acid N-acyltransferase [EC:2.3.1.-]
* AKMGFOCH_05462      K09989  138.83  641.7  4.4e-193 uncharacterized protein
* AKMGFOCH_05467      K00031  159.50  218.0   9.7e-65 isocitrate dehydrogenase [EC:1.1.1.42]
* AKMGFOCH_05469      K02847  108.20  173.0   3.8e-51 O-antigen ligase [EC:2.4.1.-]
* AKMGFOCH_05470      K03406   64.93  380.9  4.4e-114 methyl-accepting chemotaxis protein
* AKMGFOCH_05471      K01714  250.97  256.2   2.2e-76 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* AKMGFOCH_05474      K07667  280.67  363.7  3.5e-109 two-component system, OmpR family, KDP operon response regulator KdpE
* AKMGFOCH_05475      K07646  234.33 1010.3  3.2e-304 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
* AKMGFOCH_05476      K01548   41.43  286.4   6.8e-86 potassium-transporting ATPase KdpC subunit
* AKMGFOCH_05477      K01547  347.83 1222.2         0 potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]
* AKMGFOCH_05478      K01546  174.83  922.8  4.6e-278 potassium-transporting ATPase potassium-binding subunit
* AKMGFOCH_05479      K01545   25.40   33.5   1.5e-08 potassium-transporting ATPase KdpF subunit
* AKMGFOCH_05481      K14393  286.17  584.6    6e-176 cation/acetate symporter
* AKMGFOCH_05482      K03297  100.33  166.3   3.5e-49 small multidrug resistance pump
* AKMGFOCH_05484      K00384  331.73  392.2  1.4e-117 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* AKMGFOCH_05485      K03466   58.33  776.5  1.1e-233 DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
* AKMGFOCH_05486      K03634   46.10  215.1   4.7e-64 outer membrane lipoprotein carrier protein
* AKMGFOCH_05487      K09022   75.57  127.0   3.6e-37 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* AKMGFOCH_05488      K06015  129.47  620.4  1.7e-186 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* AKMGFOCH_05489      K19337  258.37  314.7   2.6e-94 RpiR family transcriptional regulator, carbohydrate utilization regulator
* AKMGFOCH_05490      K02032  423.43  531.8  1.4e-159 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_05491      K02031  437.70  532.4  1.1e-159 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_05492      K02034  258.23  367.0  6.2e-110 peptide/nickel transport system permease protein
* AKMGFOCH_05493      K02033  271.33  432.0  1.4e-129 peptide/nickel transport system permease protein
* AKMGFOCH_05494      K02035  246.87  278.5   4.6e-83 peptide/nickel transport system substrate-binding protein
* AKMGFOCH_05495      K01753   97.57  273.5   1.3e-81 D-serine dehydratase [EC:4.3.1.18]
* AKMGFOCH_05497      K07478  195.07  654.3  7.2e-197 putative ATPase
* AKMGFOCH_05498      K01875   70.33  557.7  1.2e-167 seryl-tRNA synthetase [EC:6.1.1.11]
* AKMGFOCH_05504      K01485  142.50  373.0  8.2e-112 cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
* AKMGFOCH_05508      K07795   99.77  276.4   1.7e-82 putative tricarboxylic transport membrane protein
* AKMGFOCH_05511      K03455  121.20  359.0  2.1e-107 monovalent cation:H+ antiporter-2, CPA2 family
* AKMGFOCH_05512      K00019  191.07  244.6   7.9e-73 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
* AKMGFOCH_05513      K09861   48.93  282.0   2.2e-84 uncharacterized protein
* AKMGFOCH_05515      K01652  506.80  797.2  5.5e-240 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
* AKMGFOCH_05516      K01653   51.77  245.4   3.7e-73 acetolactate synthase I/III small subunit [EC:2.2.1.6]
* AKMGFOCH_05517      K00053  173.37  487.9  2.1e-146 ketol-acid reductoisomerase [EC:1.1.1.86]
* AKMGFOCH_05518      K17103  130.73  309.8     1e-92 CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
* AKMGFOCH_05520      K02956   27.50  138.6   1.3e-40 small subunit ribosomal protein S15
* AKMGFOCH_05521      K00962  321.87 1058.7         0 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
* AKMGFOCH_05523      K01754  257.83  496.7  3.3e-149 threonine dehydratase [EC:4.3.1.19]
* AKMGFOCH_05526      K07733   32.53   34.0     1e-08 prophage regulatory protein
* AKMGFOCH_05559      K01159   31.50   39.0   2.7e-10 crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]
* AKMGFOCH_05564      K06909   57.00   84.8   2.6e-24 phage terminase large subunit
* AKMGFOCH_05592      K01501  210.03  417.9  1.5e-125 nitrilase [EC:3.5.5.1]
* AKMGFOCH_05593      K18297  276.63  374.2  2.6e-112 LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
* AKMGFOCH_05599      K00344  274.93  375.7  1.4e-112 NADPH:quinone reductase [EC:1.6.5.5]
* AKMGFOCH_05600      K01803  318.30  342.7  1.4e-102 triosephosphate isomerase (TIM) [EC:5.3.1.1]
* AKMGFOCH_05601      K03075   28.57  102.5   9.6e-30 preprotein translocase subunit SecG
* AKMGFOCH_05608      K11912  272.77  633.2  4.9e-190 serine/threonine-protein kinase PpkA [EC:2.7.11.1]
* AKMGFOCH_05615      K07093  122.93  586.5  3.8e-176 uncharacterized protein
* AKMGFOCH_05617      K03406   64.93  317.5   7.3e-95 methyl-accepting chemotaxis protein
* AKMGFOCH_05618      K07078  125.03  319.4     7e-96 uncharacterized protein
* AKMGFOCH_05621      K10938  188.77  346.1  3.1e-104 accessory colonization factor AcfC
* AKMGFOCH_05623      K03668   41.10   65.3   2.3e-18 heat shock protein HslJ
* AKMGFOCH_05624      K09943   62.40  175.6   2.5e-52 uncharacterized protein
* AKMGFOCH_05625      K23514  168.77  225.8   1.1e-67 RNA polymerase sigma-19 factor, ECF subfamily
* AKMGFOCH_05625      K03088   59.37   94.8   2.5e-27 RNA polymerase sigma-70 factor, ECF subfamily
* AKMGFOCH_05626      K07165   43.50  190.5   2.4e-56 transmembrane sensor
* AKMGFOCH_05627      K16088  500.73  866.0  1.1e-260 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* AKMGFOCH_05627      K02014  162.10  274.3     1e-81 iron complex outermembrane recepter protein
* AKMGFOCH_05628      K03321  359.13  493.5  3.8e-148 sulfate permease, SulP family
* AKMGFOCH_05633      K07649  413.20  542.3  5.1e-163 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
* AKMGFOCH_05634      K07774  291.13  335.1  9.4e-101 two-component system, OmpR family, response regulator TctD
* AKMGFOCH_05634      K02483  235.13  247.8   6.9e-74 two-component system, OmpR family, response regulator
* AKMGFOCH_05635      K03300   82.93  697.4  3.2e-210 citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family
* AKMGFOCH_05636      K00023  330.93  335.8  5.9e-101 acetoacetyl-CoA reductase [EC:1.1.1.36]
* AKMGFOCH_05638      K01525  161.00  346.0  7.3e-104 bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
* AKMGFOCH_05640      K00963   80.00  139.2   6.9e-41 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* AKMGFOCH_05641      K13587  344.67  475.1    1e-142 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
* AKMGFOCH_05644      K12266  540.50  700.5    6e-211 anaerobic nitric oxide reductase transcription regulator
* AKMGFOCH_05645      K07322   54.47  273.9   6.7e-82 regulator of cell morphogenesis and NO signaling
* AKMGFOCH_05646      K09984   33.77  117.9   6.7e-35 uncharacterized protein
* AKMGFOCH_05647      K09781   86.07  405.0  9.8e-122 uncharacterized protein
* AKMGFOCH_05648      K16091  337.67  654.8  5.7e-197 Fe(3+) dicitrate transport protein
* AKMGFOCH_05648      K02014  162.10  283.1   2.1e-84 iron complex outermembrane recepter protein
* AKMGFOCH_05651      K02033  271.33  384.6  3.1e-115 peptide/nickel transport system permease protein
* AKMGFOCH_05652      K02034  258.23  321.2   4.6e-96 peptide/nickel transport system permease protein
* AKMGFOCH_05653      K02031  437.70  755.7  3.3e-227 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_05655      K02035  246.87  338.4  3.3e-101 peptide/nickel transport system substrate-binding protein
* AKMGFOCH_05656      K02035  246.87  370.9  4.7e-111 peptide/nickel transport system substrate-binding protein
* AKMGFOCH_05657      K19200  207.13  331.8   2.7e-99 isopenicillin-N N-acyltransferase like protein
* AKMGFOCH_05659      K18303 1328.43 1493.8         0 multidrug efflux pump
* AKMGFOCH_05660      K18302  364.83  448.4  8.5e-135 membrane fusion protein, multidrug efflux system
* AKMGFOCH_05662      K02168  710.37  874.2  2.3e-263 choline/glycine/proline betaine transport protein
* AKMGFOCH_05663      K18306  387.80  452.2  4.7e-136 membrane fusion protein, multidrug efflux system
* AKMGFOCH_05663      K03585  257.10  313.8   9.8e-94 membrane fusion protein, multidrug efflux system
* AKMGFOCH_05664      K18307 1552.10 1821.0         0 multidrug efflux pump
* AKMGFOCH_05665      K18308  600.23  714.4  2.3e-215 outer membrane protein, multidrug efflux system
* AKMGFOCH_05665      K18300  511.33  539.2  3.8e-162 outer membrane protein, multidrug efflux system
* AKMGFOCH_05666      K09012  139.73  158.1   8.9e-47 DeoR family transcriptional regulator, suf operon transcriptional repressor
* AKMGFOCH_05667      K18139  391.37  526.8  2.8e-158 outer membrane protein, multidrug efflux system
* AKMGFOCH_05668      K18095 1699.97 1897.3         0 multidrug efflux pump
* AKMGFOCH_05668      K18138 1357.60 1489.8         0 multidrug efflux pump
* AKMGFOCH_05669      K18094  510.20  590.9  3.4e-178 membrane fusion protein, multidrug efflux system
* AKMGFOCH_05669      K03585  257.10  372.4  1.7e-111 membrane fusion protein, multidrug efflux system
* AKMGFOCH_05670      K18129  225.20  311.6   1.2e-93 TetR/AcrR family transcriptional regulator, mexXY operon repressor
* AKMGFOCH_05672      K02035  246.87  383.8  5.7e-115 peptide/nickel transport system substrate-binding protein
* AKMGFOCH_05673      K00681  533.17  546.8  3.4e-164 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
* AKMGFOCH_05674      K07029  142.43  160.3   2.4e-47 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* AKMGFOCH_05675      K03651  109.53  125.0   1.3e-36 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
* AKMGFOCH_05676      K19302  100.20  110.3   4.8e-32 undecaprenyl-diphosphatase [EC:3.6.1.27]
* AKMGFOCH_05680      K03285  336.87  425.1  1.1e-127 general bacterial porin, GBP family
* AKMGFOCH_05681      K00330  127.60  199.6     2e-59 NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
* AKMGFOCH_05682      K00331  264.77  308.9   1.1e-92 NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
* AKMGFOCH_05683      K00332  188.63  198.3   6.8e-59 NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
* AKMGFOCH_05684      K00333  527.93  612.0  2.2e-184 NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
* AKMGFOCH_05685      K00334  152.93  194.1   1.5e-57 NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
* AKMGFOCH_05686      K00335  620.23  695.2  3.3e-209 NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
* AKMGFOCH_05687      K00336  689.13  790.4  1.2e-237 NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
* AKMGFOCH_05688      K00337  430.27  483.7  3.3e-145 NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
* AKMGFOCH_05689      K00338  148.77  197.3   1.4e-58 NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
* AKMGFOCH_05690      K00339  124.77  171.4   6.9e-51 NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
* AKMGFOCH_05691      K00340   93.57  148.1   5.3e-44 NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
* AKMGFOCH_05692      K00341  559.70  827.2  4.5e-249 NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
* AKMGFOCH_05693      K00342  552.33  664.8  3.3e-200 NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
* AKMGFOCH_05694      K00343  329.80  540.9  1.5e-162 NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
* AKMGFOCH_05696      K16090  588.50  817.1  4.8e-246 catecholate siderophore receptor
* AKMGFOCH_05696      K02014  162.10  313.0     2e-93 iron complex outermembrane recepter protein
* AKMGFOCH_05697      K16090  588.50  914.4  1.8e-275 catecholate siderophore receptor
* AKMGFOCH_05697      K02014  162.10  326.8   1.3e-97 iron complex outermembrane recepter protein
* AKMGFOCH_05698      K01079  109.70  320.7   6.5e-96 phosphoserine phosphatase [EC:3.1.3.3]
* AKMGFOCH_05699      K03723  529.00 1498.2         0 transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]
* AKMGFOCH_05700      K00991  250.07  265.6   2.4e-79 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
* AKMGFOCH_05701      K01770  250.27  272.6     2e-81 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]
* AKMGFOCH_05703      K04756   99.63  190.7   8.1e-57 lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]
* AKMGFOCH_05704      K24126  217.47  280.6   1.3e-84 lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]
* AKMGFOCH_05705      K07638  333.60  429.5  9.1e-129 two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
* AKMGFOCH_05706      K07659  308.00  367.6  1.8e-110 two-component system, OmpR family, phosphate regulon response regulator OmpR
* AKMGFOCH_05706      K02483  235.13  269.6   1.6e-80 two-component system, OmpR family, response regulator
* AKMGFOCH_05707      K14742   85.77  266.2     2e-79 tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
* AKMGFOCH_05707      K03789   99.97  129.5   6.6e-38 [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
* AKMGFOCH_05708      K21929   36.47  272.2   2.4e-81 uracil-DNA glycosylase [EC:3.2.2.27]
* AKMGFOCH_05709      K08227  274.53  572.7  1.7e-172 MFS transporter, LPLT family, lysophospholipid transporter
* AKMGFOCH_05710      K03529  557.53 1005.0  1.8e-302 chromosome segregation protein
* AKMGFOCH_05712      K01972  103.87 1056.8         0 DNA ligase (NAD+) [EC:6.5.1.2]
* AKMGFOCH_05713      K03769  209.03  259.5   2.6e-77 peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
* AKMGFOCH_05714      K05527   70.27  109.6   5.2e-32 BolA family transcriptional regulator, general stress-responsive regulator
* AKMGFOCH_05715      K06190   44.37  257.8   3.1e-77 intracellular septation protein
* AKMGFOCH_05716      K07305  185.37  228.9   1.8e-68 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
* AKMGFOCH_05717      K16784  278.93  327.6   2.2e-98 biotin transport system ATP-binding protein [EC:7.6.2.-]
* AKMGFOCH_05718      K16783  184.47  226.2   1.3e-67 biotin transport system permease protein
* AKMGFOCH_05719      K03523   54.57  201.8   5.8e-60 biotin transport system substrate-specific component
* AKMGFOCH_05720      K01999  174.37  231.9   6.7e-69 branched-chain amino acid transport system substrate-binding protein
* AKMGFOCH_05721      K01997  143.13  207.3   1.2e-61 branched-chain amino acid transport system permease protein
* AKMGFOCH_05722      K01995  308.67  463.8  3.5e-139 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_05722      K01998  236.27  307.3   6.6e-92 branched-chain amino acid transport system permease protein
* AKMGFOCH_05723      K01996  320.37  392.7  1.1e-117 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_05725      K01114  136.90  586.5  2.6e-176 phospholipase C [EC:3.1.4.3]
* AKMGFOCH_05726      K00826  173.77  187.5   1.7e-55 branched-chain amino acid aminotransferase [EC:2.6.1.42]
* AKMGFOCH_05727      K02002  140.73  235.0   5.2e-70 glycine betaine/proline transport system substrate-binding protein
* AKMGFOCH_05728      K01998  236.27  282.2   2.7e-84 branched-chain amino acid transport system permease protein
* AKMGFOCH_05729      K01997  143.13  301.3   3.5e-90 branched-chain amino acid transport system permease protein
* AKMGFOCH_05730      K01999  174.37  192.3   6.8e-57 branched-chain amino acid transport system substrate-binding protein
* AKMGFOCH_05731      K01996  320.37  327.8   5.4e-98 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_05732      K01995  308.67  362.0  2.3e-108 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_05733      K10773  129.80  287.8   6.8e-86 endonuclease III [EC:4.2.99.18]
* AKMGFOCH_05734      K03616   94.40  263.0   1.5e-78 H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2]
* AKMGFOCH_05735      K05973  350.93  698.9  3.1e-210 poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]
* AKMGFOCH_05737      K05524  118.27  192.3     3e-57 ferredoxin
* AKMGFOCH_05738      K00763  120.10  236.8   2.2e-70 nicotinate phosphoribosyltransferase [EC:6.3.4.21]
* AKMGFOCH_05739      K09022   75.57   79.2   1.4e-22 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* AKMGFOCH_05741      K09933   60.47  289.4   1.7e-86 MtfA peptidase
* AKMGFOCH_05742      K00951  672.40  687.4  8.2e-207 GTP pyrophosphokinase [EC:2.7.6.5]
* AKMGFOCH_05743      K03762  468.90  527.0  2.6e-158 MFS transporter, MHS family, proline/betaine transporter
* AKMGFOCH_05744      K01438  289.00  458.8  9.5e-138 acetylornithine deacetylase [EC:3.5.1.16]
* AKMGFOCH_05745      K01696  616.00  795.8  3.2e-239 tryptophan synthase beta chain [EC:4.2.1.20]
* AKMGFOCH_05746      K01695   79.57  327.5   2.8e-98 tryptophan synthase alpha chain [EC:4.2.1.20]
* AKMGFOCH_05747      K01963  346.10  435.1  9.7e-131 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
* AKMGFOCH_05748      K12976   40.90  134.7     2e-39 lipid A 3-O-deacylase [EC:3.1.1.-]
* AKMGFOCH_05750      K06179  329.90  411.7  1.6e-123 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]
* AKMGFOCH_05751      K01091  121.67  199.3   3.9e-59 phosphoglycolate phosphatase [EC:3.1.3.18]
* AKMGFOCH_05752      K07147  150.17  485.8    4e-146 methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
* AKMGFOCH_05753      K17247   73.33  235.3   3.2e-70 methionine sulfoxide reductase heme-binding subunit
* AKMGFOCH_05754      K11066  356.13  370.3  3.4e-111 N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
* AKMGFOCH_05754      K01447   50.60  127.7   2.7e-37 N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
* AKMGFOCH_05755      K07056  100.60  182.6   3.7e-54 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
* AKMGFOCH_05756      K25422  206.40  292.6   5.1e-88 7-methyl-GTP pyrophosphatase [EC:3.6.1.-]
* AKMGFOCH_05757      K07040   22.73   88.7   1.9e-25 DUF177 domain-containing protein
* AKMGFOCH_05758      K02911   19.97   52.6     2e-14 large subunit ribosomal protein L32
* AKMGFOCH_05759      K03621  130.50  494.8  8.1e-149 phosphate acyltransferase [EC:2.3.1.274]
* AKMGFOCH_05760      K00648  233.43  432.8  5.6e-130 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
* AKMGFOCH_05761      K00645  265.17  383.9  5.7e-115 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
* AKMGFOCH_05762      K00059  266.63  349.3  1.3e-104 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
