# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* APNAJNJK_04977      K02303  252.23  407.6  2.5e-122 uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
* APNAJNJK_04977      K24866  159.57  223.5   1.6e-66 precorrin-2 dehydrogenase [EC:1.3.1.76]
* APNAJNJK_04978      K00761  219.53  309.0   1.5e-92 uracil phosphoribosyltransferase [EC:2.4.2.9]
* APNAJNJK_04979      K07259   93.70  387.4  5.6e-116 serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
* APNAJNJK_04980      K01999  174.37  232.9   3.2e-69 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_04984      K07568  172.47  511.0  8.2e-154 S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
* APNAJNJK_04985      K00773  546.63  697.3  7.8e-210 queuine tRNA-ribosyltransferase [EC:2.4.2.29]
* APNAJNJK_04986      K19092   34.97   76.6   7.6e-22 toxin ParE1/3/4
* APNAJNJK_04987      K07473   53.13   67.9   3.8e-19 DNA-damage-inducible protein J
* APNAJNJK_04988      K03210   32.13  127.0   2.8e-37 preprotein translocase subunit YajC
* APNAJNJK_04989      K03072  436.33  495.5  5.3e-149 preprotein translocase subunit SecD
* APNAJNJK_04990      K03074  325.90  376.5  4.1e-113 preprotein translocase subunit SecF
* APNAJNJK_04996      K06168  442.57  683.9  4.4e-206 tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
* APNAJNJK_04997      K06217  224.37  547.5    2e-164 phosphate starvation-inducible protein PhoH and related proteins
* APNAJNJK_04998      K07042   55.27  177.0   1.8e-52 probable rRNA maturation factor
* APNAJNJK_04999      K06189  312.27  359.0  1.1e-107 hemolysin (HlyC) family protein
* APNAJNJK_05000      K03820  254.80  439.4  1.1e-131 apolipoprotein N-acyltransferase [EC:2.3.1.269]
* APNAJNJK_05009      K01012  172.70  538.8  4.5e-162 biotin synthase [EC:2.8.1.6]
* APNAJNJK_05012      K24138  206.10  245.2   1.1e-73 glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27]
* APNAJNJK_05014      K01061   87.13  216.4   3.3e-64 carboxymethylenebutenolidase [EC:3.1.1.45]
* APNAJNJK_05016      K03637  101.33  249.7   2.3e-74 cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
* APNAJNJK_05017      K03636   37.03   54.8   3.7e-15 sulfur-carrier protein
* APNAJNJK_05018      K03635   36.23  153.8   2.6e-45 molybdopterin synthase catalytic subunit [EC:2.8.1.12]
* APNAJNJK_05019      K03638  156.43  253.3   7.3e-76 molybdopterin adenylyltransferase [EC:2.7.7.75]
* APNAJNJK_05020      K03750  155.13  465.1  1.2e-139 molybdopterin molybdotransferase [EC:2.10.1.1]
* APNAJNJK_05021      K03752   95.67  205.9   3.1e-61 molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
* APNAJNJK_05022      K03639  134.97  410.4  2.8e-123 GTP 3',8-cyclase [EC:4.1.99.22]
* APNAJNJK_05023      K07219   93.73  229.4   2.1e-68 putative molybdopterin biosynthesis protein
* APNAJNJK_05026      K00123  851.57 1035.1         0 formate dehydrogenase major subunit [EC:1.17.1.9]
* APNAJNJK_05027      K02379   97.87  345.3  2.2e-103 FdhD protein
* APNAJNJK_05028      K00126   48.17   98.7   9.3e-29 formate dehydrogenase subunit delta [EC:1.17.1.9]
* APNAJNJK_05029      K08177  220.60  347.4  4.6e-104 MFS transporter, OFA family, oxalate/formate antiporter
* APNAJNJK_05032      K07240   42.83  137.2   2.7e-40 chromate transporter
* APNAJNJK_05033      K07240   42.83  144.9   1.3e-42 chromate transporter
* APNAJNJK_05034      K21757  289.67  305.3   2.1e-91 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
* APNAJNJK_05035      K01776   89.30  320.6   4.9e-96 glutamate racemase [EC:5.1.1.3]
* APNAJNJK_05038      K07637  233.60  323.1   1.2e-96 two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]
* APNAJNJK_05039      K02483  235.13  276.2   1.4e-82 two-component system, OmpR family, response regulator
* APNAJNJK_05048      K07795   99.77  274.0   8.5e-82 putative tricarboxylic transport membrane protein
* APNAJNJK_05049      K16514  420.37  486.5  1.3e-146 4-oxalomesaconate tautomerase [EC:5.3.2.8]
* APNAJNJK_05050      K17737  268.13  315.6   1.2e-94 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
* APNAJNJK_05053      K03088   59.37  149.5   5.4e-44 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05056      K01941  642.90 1878.8         0 urea carboxylase [EC:6.3.4.6]
* APNAJNJK_05057      K01457  334.83  818.2  1.9e-246 allophanate hydrolase [EC:3.5.1.54]
* APNAJNJK_05058      K11959  275.60  661.2  2.6e-199 urea transport system substrate-binding protein
* APNAJNJK_05059      K11960  260.53  730.8  5.8e-220 urea transport system permease protein
* APNAJNJK_05059      K01997  143.13  242.5   2.3e-72 branched-chain amino acid transport system permease protein
* APNAJNJK_05060      K11961  351.00  554.6  6.7e-167 urea transport system permease protein
* APNAJNJK_05061      K11962  345.53  497.6    2e-149 urea transport system ATP-binding protein
* APNAJNJK_05062      K11963  285.40  367.2  1.1e-110 urea transport system ATP-binding protein
* APNAJNJK_05064      K02014  162.10  288.5   4.7e-86 iron complex outermembrane recepter protein
* APNAJNJK_05066      K00537   76.73  196.7   1.6e-58 arsenate reductase (glutaredoxin) [EC:1.20.4.1]
* APNAJNJK_05069      K19302  100.20  116.6   5.3e-34 undecaprenyl-diphosphatase [EC:3.6.1.27]
* APNAJNJK_05070      K00567   82.17  194.1   1.3e-57 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
* APNAJNJK_05071      K13529  346.67  683.9  8.7e-206 AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
* APNAJNJK_05072      K09767   78.97  210.8   4.4e-63 cyclic-di-GMP-binding protein
* APNAJNJK_05073      K10834  305.97  344.6  2.9e-103 heme transport system ATP-binding protein [EC:7.6.2.5]
* APNAJNJK_05073      K02013  262.67  280.1   1.3e-83 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* APNAJNJK_05074      K25133  382.27  393.5  2.9e-118 heme transport system permease protein
* APNAJNJK_05075      K25132  228.40  320.6   3.9e-96 heme transport system substrate-binding protein
* APNAJNJK_05076      K07225  280.47  473.6  3.1e-142 putative hemin transport protein
* APNAJNJK_05077      K16087  355.57  513.4    5e-154 hemoglobin/transferrin/lactoferrin receptor protein
* APNAJNJK_05077      K02014  162.10  247.5   1.2e-73 iron complex outermembrane recepter protein
* APNAJNJK_05078      K07165   43.50  198.7   7.3e-59 transmembrane sensor
* APNAJNJK_05079      K23514  168.77  234.6     2e-70 RNA polymerase sigma-19 factor, ECF subfamily
* APNAJNJK_05079      K03088   59.37  101.5   2.2e-29 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05086      K01733  256.03  291.3   5.9e-87 threonine synthase [EC:4.2.3.1]
* APNAJNJK_05089      K01556  182.57  546.1  5.8e-164 kynureninase [EC:3.7.1.3]
* APNAJNJK_05090      K03719  128.80  173.7   1.9e-51 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* APNAJNJK_05091      K11068  168.13  219.8   1.7e-65 hemolysin III
* APNAJNJK_05092      K01266   50.13   77.0   5.4e-22 D-aminopeptidase [EC:3.4.11.19]
* APNAJNJK_05093      K02424  291.93  379.0  8.7e-114 L-cystine transport system substrate-binding protein
* APNAJNJK_05093      K02030   87.10  168.1   9.1e-50 polar amino acid transport system substrate-binding protein
* APNAJNJK_05094      K10009  323.10  409.1  7.5e-123 L-cystine transport system permease protein
* APNAJNJK_05094      K02029  212.03  272.2   2.5e-81 polar amino acid transport system permease protein
* APNAJNJK_05096      K12943  313.77  339.3  6.8e-102 lipoprotein YgeR
* APNAJNJK_05096      K06194  150.47  276.9     1e-82 lipoprotein NlpD
* APNAJNJK_05098      K03928  130.90  434.7  1.2e-130 carboxylesterase [EC:3.1.1.1]
* APNAJNJK_05100      K07152   55.43  187.3   1.9e-55 protein SCO1
* APNAJNJK_05101      K09796   24.13  156.2   6.1e-46 periplasmic copper chaperone A
* APNAJNJK_05103      K15011  205.00  348.3  2.2e-104 two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
* APNAJNJK_05104      K15012  143.27  234.1   8.8e-70 two-component system, response regulator RegA
* APNAJNJK_05105      K02297  328.07  501.1  9.8e-151 cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
* APNAJNJK_05106      K02298  972.17 1193.4         0 cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
* APNAJNJK_05107      K02299  265.37  337.0    4e-101 cytochrome o ubiquinol oxidase subunit III
* APNAJNJK_05108      K02300   79.37  133.2   2.8e-39 cytochrome o ubiquinol oxidase subunit IV
* APNAJNJK_05109      K15790   63.23  172.8   4.2e-51 nitrogen fixation protein NifQ
* APNAJNJK_05110      K02014  162.10  284.1     1e-84 iron complex outermembrane recepter protein
* APNAJNJK_05111      K03745   35.57   62.2     2e-17 SlyX protein
* APNAJNJK_05114      K00029  285.93  295.8   1.9e-88 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
* APNAJNJK_05123      K07090   40.10   63.3   6.9e-18 uncharacterized protein
* APNAJNJK_05129      K19113  133.27  164.8   3.7e-49 acetyltransferase [EC:2.3.1.-]
* APNAJNJK_05130      K23779   86.67   91.0   3.9e-26 XRE family transcriptional regulator, regulator of sulfur utilization
* APNAJNJK_05131      K06132  233.40  654.6  4.4e-197 cardiolipin synthase C [EC:2.7.8.-]
* APNAJNJK_05132      K09990   85.33  408.1  6.1e-123 uncharacterized protein
* APNAJNJK_05133      K03919  172.87  253.7   6.3e-76 DNA oxidative demethylase [EC:1.14.11.33]
* APNAJNJK_05142      K07507   42.53  193.6   1.8e-57 putative Mg2+ transporter-C (MgtC) family protein
* APNAJNJK_05145      K01247  170.80  241.8   4.4e-72 DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
* APNAJNJK_05146      K09990   85.33  206.3   1.8e-61 uncharacterized protein
* APNAJNJK_05149      K02014  162.10  279.5   2.6e-83 iron complex outermembrane recepter protein
* APNAJNJK_05150      K07165   43.50  228.5   6.9e-68 transmembrane sensor
* APNAJNJK_05151      K23514  168.77  210.9   3.7e-63 RNA polymerase sigma-19 factor, ECF subfamily
* APNAJNJK_05151      K03088   59.37   82.4   1.4e-23 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05154      K16088  500.73  900.9  2.9e-271 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* APNAJNJK_05154      K02014  162.10  255.4   4.9e-76 iron complex outermembrane recepter protein
* APNAJNJK_05155      K07165   43.50  225.0   8.2e-67 transmembrane sensor
* APNAJNJK_05156      K03088   59.37   80.1   7.3e-23 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05158      K02761  286.13  341.9  2.4e-102 cellobiose PTS system EIIC component
* APNAJNJK_05164      K25494  461.30  540.5  7.1e-163 MFS transporter, CP family, 2-nitroimidazole transporter
* APNAJNJK_05164      K03449  131.97  385.0  1.6e-115 MFS transporter, CP family, cyanate transporter
* APNAJNJK_05165      K25495  275.40  399.3  2.1e-120 AraC family transcriptional regulator, regulator of nimT
* APNAJNJK_05166      K00598  122.83  347.8  1.9e-104 trans-aconitate 2-methyltransferase [EC:2.1.1.144]
* APNAJNJK_05168      K05794   99.67  466.5  3.1e-140 tellurite resistance protein TerC
* APNAJNJK_05169      K03717  182.27  370.5  1.7e-111 LysR family transcriptional regulator, transcriptional activator of nhaA
* APNAJNJK_05174      K02014  162.10  332.7   2.1e-99 iron complex outermembrane recepter protein
* APNAJNJK_05175      K07165   43.50  232.3     5e-69 transmembrane sensor
* APNAJNJK_05176      K03088   59.37   80.8   4.3e-23 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05179      K21645  174.80  311.7   2.6e-93 LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
* APNAJNJK_05180      K00596  450.63  597.7  3.3e-180 2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]
* APNAJNJK_05181      K09969  281.23  531.1  5.1e-160 general L-amino acid transport system substrate-binding protein
* APNAJNJK_05183      K02297  328.07  506.5  2.3e-152 cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]
* APNAJNJK_05184      K02298  972.17 1209.4         0 cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]
* APNAJNJK_05185      K02299  265.37  344.6    2e-103 cytochrome o ubiquinol oxidase subunit III
* APNAJNJK_05186      K02300   79.37  187.5   6.4e-56 cytochrome o ubiquinol oxidase subunit IV
* APNAJNJK_05187      K14998   64.93  251.1   8.5e-75 surfeit locus 1 family protein
* APNAJNJK_05188      K03285  336.87  375.9  9.2e-113 general bacterial porin, GBP family
* APNAJNJK_05189      K03285  336.87  381.4  2.1e-114 general bacterial porin, GBP family
* APNAJNJK_05190      K03285  336.87  398.9  9.7e-120 general bacterial porin, GBP family
* APNAJNJK_05195      K00799   63.80  109.2   9.7e-32 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_05200      K07687  201.70  255.7   1.6e-76 two-component system, NarL family, captular synthesis response regulator RcsB
* APNAJNJK_05201      K18555  110.33  192.0   3.6e-57 fluoroquinolone resistance protein
* APNAJNJK_05202      K01114  136.90  574.1  1.3e-172 phospholipase C [EC:3.1.4.3]
* APNAJNJK_05206      K00363  138.30  168.9   4.5e-50 nitrite reductase (NADH) small subunit [EC:1.7.1.15]
* APNAJNJK_05207      K00362 1241.27 1512.6         0 nitrite reductase (NADH) large subunit [EC:1.7.1.15]
* APNAJNJK_05208      K00380  526.37  809.6  1.2e-243 sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
* APNAJNJK_05213      K06222  325.27  447.4  1.5e-134 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]
* APNAJNJK_05215      K03113   43.53   52.1   3.3e-14 translation initiation factor 1
* APNAJNJK_05218      K16135  330.57  495.1  3.3e-149 LysR family transcriptional regulator, transcriptional activator for dmlA
* APNAJNJK_05219      K22209  400.07  710.5  1.4e-214 D(-)-tartrate dehydratase [EC:4.2.1.81]
* APNAJNJK_05222      K03406   64.93  371.1  3.8e-111 methyl-accepting chemotaxis protein
* APNAJNJK_05223      K13069  238.67  317.0     9e-95 diguanylate cyclase [EC:2.7.7.65]
* APNAJNJK_05224      K03892   87.07   93.2   6.5e-27 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
* APNAJNJK_05226      K01358   52.90  308.1   2.5e-92 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
* APNAJNJK_05227      K08161  312.87  452.4    5e-136 MFS transporter, DHA1 family, multidrug resistance protein
* APNAJNJK_05232      K07795   99.77  291.7   3.8e-87 putative tricarboxylic transport membrane protein
* APNAJNJK_05234      K08351 1012.50 1210.1         0 biotin/methionine sulfoxide reductase [EC:1.-.-.-]
* APNAJNJK_05236      K03827  130.03  182.5   4.6e-54 putative acetyltransferase [EC:2.3.1.-]
* APNAJNJK_05240      K17737  268.13  289.5     1e-86 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
* APNAJNJK_05242      K18622  194.13  235.1   4.4e-70 adducin
* APNAJNJK_05247      K00156  712.27  850.5  2.6e-256 pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
* APNAJNJK_05252      K23240  110.47  111.0   9.8e-33 FrmR/RcnR family transcriptional regulator, repressor of rcnA expression
* APNAJNJK_05254      K14698  637.27  735.0  4.6e-221 ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]
* APNAJNJK_05255      K14699  608.00  645.2  3.9e-194 ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ [EC:7.-.-.-]
* APNAJNJK_05256      K06953   66.37  169.2   3.6e-50 uncharacterized protein
* APNAJNJK_05257      K03724  279.73  640.4  2.5e-192 ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.13 5.6.2.4]
* APNAJNJK_05260      K07577  213.30  453.3  2.9e-136 putative mRNA 3-end processing factor
* APNAJNJK_05261      K16088  500.73  787.4    6e-237 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* APNAJNJK_05261      K02014  162.10  303.6   1.3e-90 iron complex outermembrane recepter protein
* APNAJNJK_05262      K07165   43.50  208.2   9.7e-62 transmembrane sensor
* APNAJNJK_05263      K23514  168.77  192.1   2.2e-57 RNA polymerase sigma-19 factor, ECF subfamily
* APNAJNJK_05263      K03088   59.37   82.1   1.7e-23 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05266      K03805  103.17  282.3   3.3e-84 thiol:disulfide interchange protein DsbG
* APNAJNJK_05268      K19966  510.90  703.8  1.4e-212 3-sulfinopropanoyl-CoA desulfinase [EC:3.13.1.4]
* APNAJNJK_05269      K07795   99.77  282.1   2.9e-84 putative tricarboxylic transport membrane protein
* APNAJNJK_05270      K01041  547.47  613.9  3.5e-185 glutaryl-CoA transferase [EC:2.8.3.-]
* APNAJNJK_05272      K01438  289.00  390.6  4.4e-117 acetylornithine deacetylase [EC:3.5.1.16]
* APNAJNJK_05273      K07795   99.77  284.9   4.4e-85 putative tricarboxylic transport membrane protein
* APNAJNJK_05275      K00812  456.63  500.9  2.2e-150 aspartate aminotransferase [EC:2.6.1.1]
* APNAJNJK_05281      K16137  112.03  137.5   2.5e-40 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
* APNAJNJK_05282      K21645  174.80  285.8   1.9e-85 LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
* APNAJNJK_05284      K07795   99.77  309.4   1.5e-92 putative tricarboxylic transport membrane protein
* APNAJNJK_05285      K22209  400.07  503.8  8.6e-152 D(-)-tartrate dehydratase [EC:4.2.1.81]
* APNAJNJK_05288      K20034  715.50  787.9  2.1e-237 3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]
* APNAJNJK_05292      K07396   62.73  110.5     3e-32 putative protein-disulfide isomerase
* APNAJNJK_05293      K18900  320.60  329.2   1.3e-98 LysR family transcriptional regulator, regulator for bpeEF and oprC
* APNAJNJK_05297      K23514  168.77  189.3   1.6e-56 RNA polymerase sigma-19 factor, ECF subfamily
* APNAJNJK_05297      K03088   59.37   79.9     8e-23 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_05298      K07165   43.50  204.0   1.8e-60 transmembrane sensor
* APNAJNJK_05299      K16088  500.73  869.9  6.6e-262 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* APNAJNJK_05299      K02014  162.10  286.1   2.6e-85 iron complex outermembrane recepter protein
* APNAJNJK_05303      K04078   23.47  146.6   3.1e-43 chaperonin GroES
* APNAJNJK_05304      K04077  139.00  964.7    3e-290 chaperonin GroEL [EC:5.6.1.7]
* APNAJNJK_05305      K07058   37.37  204.0   1.4e-60 membrane protein
* APNAJNJK_05307      K10217  683.87  774.3  1.4e-233 aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]
* APNAJNJK_05308      K15067  139.43  218.3   9.6e-66 2-aminomuconate deaminase [EC:3.5.99.5]
* APNAJNJK_05308      K09022   75.57  115.7   9.3e-34 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* APNAJNJK_05310      K00452   66.07  223.9   1.6e-66 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]
* APNAJNJK_05311      K03392  252.70  418.5  1.3e-125 aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]
* APNAJNJK_05312      K01999  174.37  240.2     2e-71 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_05313      K01997  143.13  262.0   2.8e-78 branched-chain amino acid transport system permease protein
* APNAJNJK_05314      K01998  236.27  242.4   2.8e-72 branched-chain amino acid transport system permease protein
* APNAJNJK_05315      K01995  308.67  355.4  2.2e-106 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_05316      K01996  320.37  335.4  2.5e-100 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_05317      K00040  590.13  657.2    7e-198 fructuronate reductase [EC:1.1.1.57]
* APNAJNJK_05319      K03885  205.37  380.3  5.5e-114 NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]
* APNAJNJK_05320      K01591  121.07  215.6   4.3e-64 orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
* APNAJNJK_05321      K03743  204.73  220.9   7.7e-66 nicotinamide-nucleotide amidase [EC:3.5.1.42]
* APNAJNJK_05322      K01095   25.23  179.4   3.5e-53 phosphatidylglycerophosphatase A [EC:3.1.3.27]
* APNAJNJK_05323      K00946  140.37  364.1  2.6e-109 thiamine-monophosphate kinase [EC:2.7.4.16]
* APNAJNJK_05324      K03625   89.43  149.6   4.1e-44 transcription antitermination protein NusB
* APNAJNJK_05325      K00794   50.37  213.2   1.4e-63 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
* APNAJNJK_05326      K14652  359.57  522.8  4.8e-157 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
* APNAJNJK_05329      K02044  163.83  240.1   1.9e-71 phosphonate transport system substrate-binding protein
* APNAJNJK_05330      K02041  278.00  350.3  6.2e-105 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
* APNAJNJK_05331      K02042  122.30  278.0   5.2e-83 phosphonate transport system permease protein
* APNAJNJK_05332      K02042  122.30  303.7   8.6e-91 phosphonate transport system permease protein
* APNAJNJK_05333      K12685  460.97  644.8  1.1e-193 subtilase-type serine protease [EC:3.4.21.-]
* APNAJNJK_05333      K19231  361.23  462.2  1.7e-138 fibronectin-binding autotransporter adhesin
* APNAJNJK_05334      K18446  113.87  347.4    6e-104 triphosphatase [EC:3.6.1.25]
* APNAJNJK_05335      K03110  288.47  481.6  8.3e-145 fused signal recognition particle receptor
* APNAJNJK_05336      K08316   88.93  191.1   8.9e-57 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
* APNAJNJK_05337      K00954   79.17  264.5   2.8e-79 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
* APNAJNJK_05339      K05782  200.57  506.4  2.1e-152 benzoate membrane transport protein
* APNAJNJK_05341      K07289  302.27  445.6  1.7e-133 AsmA protein
* APNAJNJK_05346      K16088  500.73  753.7  9.4e-227 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* APNAJNJK_05346      K02014  162.10  268.3   6.3e-80 iron complex outermembrane recepter protein
* APNAJNJK_05352      K01154   47.93  108.2   1.7e-31 type I restriction enzyme, S subunit [EC:3.1.21.3]
* APNAJNJK_05353      K03427  118.70  323.5   1.2e-96 type I restriction enzyme M protein [EC:2.1.1.72]
* APNAJNJK_05354      K01153  167.43  351.6  4.5e-105 type I restriction enzyme, R subunit [EC:3.1.21.3]
* APNAJNJK_05356      K04095   40.57   72.9   9.9e-21 cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]
* APNAJNJK_05358      K06942  346.20  391.1  3.7e-117 ribosome-binding ATPase
* APNAJNJK_05360      K01056   53.30  269.4   1.6e-80 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* APNAJNJK_05361      K02897   37.33  216.0   2.8e-64 large subunit ribosomal protein L25
* APNAJNJK_05362      K00948   63.80  474.6  8.9e-143 ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
* APNAJNJK_05364      K00919  109.00  305.9   1.1e-91 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
* APNAJNJK_05365      K05874  646.33  676.1  2.4e-203 methyl-accepting chemotaxis protein I, serine sensor receptor
* APNAJNJK_05365      K03406   64.93  412.4  1.2e-123 methyl-accepting chemotaxis protein
* APNAJNJK_05366      K02494   40.80  148.7   5.2e-44 outer membrane lipoprotein LolB
* APNAJNJK_05368      K10563  193.40  273.1   1.7e-81 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* APNAJNJK_05369      K05555  164.57  195.4   5.3e-58 cyclase [EC:4.-.-.-]
* APNAJNJK_05370      K05712  407.47  672.5  1.9e-202 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
* APNAJNJK_05372      K18297  276.63  298.4   2.8e-89 LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
* APNAJNJK_05373      K00451   50.33  742.9  8.2e-224 homogentisate 1,2-dioxygenase [EC:1.13.11.5]
* APNAJNJK_05374      K01555  252.47  641.4    1e-192 fumarylacetoacetase [EC:3.7.1.2]
* APNAJNJK_05377      K05799  137.50  228.1   7.9e-68 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* APNAJNJK_05378      K18981  283.27  420.3  1.4e-126 uronate dehydrogenase [EC:1.1.1.203]
* APNAJNJK_05380      K21395  108.40  308.6   3.3e-92 TRAP-type transport system periplasmic protein
* APNAJNJK_05381      K21394  105.97  125.7     7e-37 TRAP-type transport system small permease protein
* APNAJNJK_05382      K11690  203.20  429.2  7.1e-129 C4-dicarboxylate transporter, DctM subunit
* APNAJNJK_05383      K12978  115.27  118.1   1.3e-34 lipid A 4'-phosphatase [EC:3.1.3.-]
* APNAJNJK_05388      K15778  492.97  766.8  9.2e-231 phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
* APNAJNJK_05389      K01810  172.87  556.4  3.9e-167 glucose-6-phosphate isomerase [EC:5.3.1.9]
* APNAJNJK_05394      K01953   98.50  554.1  2.3e-166 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
* APNAJNJK_05397      K02473  439.03  556.6  5.8e-168 UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]
* APNAJNJK_05398      K02474  476.27  745.3  8.3e-225 UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]
* APNAJNJK_05400      K06134   63.70  204.8   5.9e-61 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
* APNAJNJK_05401      K07397   60.80  151.9   1.1e-44 putative redox protein
* APNAJNJK_05402      K00560   89.93  293.6   8.9e-88 thymidylate synthase [EC:2.1.1.45]
* APNAJNJK_05403      K21023  701.70 1151.4         0 diguanylate cyclase [EC:2.7.7.65]
* APNAJNJK_05404      K00287   69.17  228.2   5.2e-68 dihydrofolate reductase [EC:1.5.1.3]
* APNAJNJK_05406      K00822  555.07  757.2  1.5e-228 beta-alanine--pyruvate transaminase [EC:2.6.1.18]
* APNAJNJK_05407      K00140  498.17  866.8  3.5e-261 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
* APNAJNJK_05409      K02035  246.87  281.4   5.5e-84 peptide/nickel transport system substrate-binding protein
* APNAJNJK_05410      K02033  271.33  411.3  2.4e-123 peptide/nickel transport system permease protein
* APNAJNJK_05411      K02034  258.23  303.3   1.1e-90 peptide/nickel transport system permease protein
* APNAJNJK_05412      K02031  437.70  796.3  1.7e-239 peptide/nickel transport system ATP-binding protein
* APNAJNJK_05413      K01426  293.00  320.9   6.6e-96 amidase [EC:3.5.1.4]
* APNAJNJK_05416      K00281  649.40 1763.3         0 glycine dehydrogenase [EC:1.4.4.2]
