locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKMGFOCH_05596	CDS	1263				hypothetical protein
AKMGFOCH_05597	CDS	633				hypothetical protein
AKMGFOCH_05598	tRNA	88				tRNA-Ser(tga)
AKMGFOCH_05599	CDS	978		1.3.1.103		2-haloacrylate reductase
AKMGFOCH_05600	CDS	795	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
AKMGFOCH_05601	CDS	504				hypothetical protein
AKMGFOCH_05602	CDS	180				hypothetical protein
AKMGFOCH_05603	tRNA	85				tRNA-Leu(gag)
AKMGFOCH_05604	CDS	366				hypothetical protein
AKMGFOCH_05605	CDS	3162				hypothetical protein
AKMGFOCH_05606	CDS	2697				hypothetical protein
AKMGFOCH_05607	CDS	987				hypothetical protein
AKMGFOCH_05608	CDS	1965				hypothetical protein
AKMGFOCH_05609	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
AKMGFOCH_05610	CDS	1215				hypothetical protein
AKMGFOCH_05611	CDS	1611				hypothetical protein
AKMGFOCH_05612	CDS	741				hypothetical protein
AKMGFOCH_05613	CDS	504				hypothetical protein
AKMGFOCH_05614	CDS	1200				hypothetical protein
AKMGFOCH_05615	CDS	2115				hypothetical protein
AKMGFOCH_05616	CDS	306				hypothetical protein
AKMGFOCH_05617	CDS	1641				hypothetical protein
AKMGFOCH_05618	CDS	600				hypothetical protein
AKMGFOCH_05619	CDS	615				hypothetical protein
AKMGFOCH_05620	CDS	933				hypothetical protein
AKMGFOCH_05621	CDS	786				hypothetical protein
AKMGFOCH_05622	CDS	6048				hypothetical protein
AKMGFOCH_05623	CDS	729				hypothetical protein
AKMGFOCH_05624	CDS	444				hypothetical protein
AKMGFOCH_05625	CDS	528	fecI_21		COG1595	putative RNA polymerase sigma factor FecI
AKMGFOCH_05626	CDS	951	fecR_18		COG3712	Protein FecR
AKMGFOCH_05627	CDS	2412	pupB_3			Ferric-pseudobactin BN7/BN8 receptor
AKMGFOCH_05628	CDS	1491	dauA_3		COG0659	C4-dicarboxylic acid transporter DauA
AKMGFOCH_05629	CDS	1086	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
AKMGFOCH_05630	CDS	1176				hypothetical protein
AKMGFOCH_05631	CDS	1056				hypothetical protein
AKMGFOCH_05632	CDS	1083				hypothetical protein
AKMGFOCH_05633	CDS	1443	qseC_4	2.7.13.3		Sensor protein QseC
AKMGFOCH_05634	CDS	750	tctD_4		COG0745	Transcriptional regulatory protein tctD
AKMGFOCH_05635	CDS	1341	citN		COG2851	Citrate transporter
AKMGFOCH_05636	CDS	741	phaB_2	1.1.1.36		Acetoacetyl-CoA reductase
AKMGFOCH_05637	CDS	765	bacC_4	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
AKMGFOCH_05638	CDS	828	apaH_2	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
AKMGFOCH_05639	CDS	501	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
AKMGFOCH_05640	CDS	834	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
AKMGFOCH_05641	CDS	1530				Blue-light-activated protein
AKMGFOCH_05642	CDS	1131	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
AKMGFOCH_05643	CDS	351				hypothetical protein
AKMGFOCH_05644	CDS	1521	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
AKMGFOCH_05645	CDS	681	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
AKMGFOCH_05646	CDS	309				hypothetical protein
AKMGFOCH_05647	CDS	912	yedI		COG2354	Inner membrane protein YedI
AKMGFOCH_05648	CDS	2157	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
AKMGFOCH_05649	CDS	426	asnC_1		COG1522	Regulatory protein AsnC
AKMGFOCH_05650	CDS	864				hypothetical protein
AKMGFOCH_05651	CDS	945	gsiC_10		COG0601	Glutathione transport system permease protein GsiC
AKMGFOCH_05652	CDS	822	gsiD_9		COG1173	Glutathione transport system permease protein GsiD
AKMGFOCH_05653	CDS	1656	gsiA_11	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
AKMGFOCH_05654	CDS	621				hypothetical protein
AKMGFOCH_05655	CDS	1560	dppA_4		COG0747	Periplasmic dipeptide transport protein
AKMGFOCH_05656	CDS	1563	dppA_5		COG0747	Periplasmic dipeptide transport protein
AKMGFOCH_05657	CDS	1137				hypothetical protein
AKMGFOCH_05658	CDS	1521	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
AKMGFOCH_05659	CDS	3174	acrF		COG0841	Multidrug export protein AcrF
AKMGFOCH_05660	CDS	1179	ttgD			Toluene efflux pump periplasmic linker protein TtgD
AKMGFOCH_05661	CDS	624				hypothetical protein
AKMGFOCH_05662	CDS	1971			COG1292	Glycine betaine transporter
AKMGFOCH_05663	CDS	1131	mdtA_4			Multidrug resistance protein MdtA
AKMGFOCH_05664	CDS	3120	bepE			Efflux pump membrane transporter BepE
AKMGFOCH_05665	CDS	1431	oprM_7		COG1538	Outer membrane protein OprM
AKMGFOCH_05666	CDS	663				hypothetical protein
AKMGFOCH_05667	CDS	1392	oprM_8		COG1538	Outer membrane protein OprM
AKMGFOCH_05668	CDS	3138	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
AKMGFOCH_05669	CDS	1176	acrA_3			Multidrug efflux pump subunit AcrA
AKMGFOCH_05670	CDS	639	ttgR			HTH-type transcriptional regulator TtgR
AKMGFOCH_05671	CDS	897	cmpR_12			HTH-type transcriptional activator CmpR
AKMGFOCH_05672	CDS	1503	gsiB_10		COG0747	Glutathione-binding protein GsiB
AKMGFOCH_05673	CDS	1800	ywrD_5	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
AKMGFOCH_05674	CDS	993	yegS	2.7.1.-		lipid kinase YegS
AKMGFOCH_05675	CDS	837	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AKMGFOCH_05676	CDS	768				hypothetical protein
AKMGFOCH_05677	CDS	435				hypothetical protein
AKMGFOCH_05678	CDS	447				hypothetical protein
AKMGFOCH_05679	CDS	615	betI_3			HTH-type transcriptional regulator BetI
AKMGFOCH_05680	CDS	1131				Outer membrane porin protein
AKMGFOCH_05681	CDS	360	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
AKMGFOCH_05682	CDS	477	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
AKMGFOCH_05683	CDS	624	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
AKMGFOCH_05684	CDS	1257	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
AKMGFOCH_05685	CDS	495	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2
AKMGFOCH_05686	CDS	1368	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
AKMGFOCH_05687	CDS	2328	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
AKMGFOCH_05688	CDS	1074	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
AKMGFOCH_05689	CDS	489	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
AKMGFOCH_05690	CDS	651	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
AKMGFOCH_05691	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
AKMGFOCH_05692	CDS	2043	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
AKMGFOCH_05693	CDS	1503	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
AKMGFOCH_05694	CDS	1485	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
AKMGFOCH_05695	CDS	330				hypothetical protein
AKMGFOCH_05696	CDS	2226	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
AKMGFOCH_05697	CDS	2268	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
AKMGFOCH_05698	CDS	858				hypothetical protein
AKMGFOCH_05699	CDS	3483	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
AKMGFOCH_05700	CDS	684	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
AKMGFOCH_05701	CDS	486	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
AKMGFOCH_05702	CDS	2106				hypothetical protein
AKMGFOCH_05703	CDS	519	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
AKMGFOCH_05704	CDS	549		1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
AKMGFOCH_05705	CDS	1395	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
AKMGFOCH_05706	CDS	735	ompR_5			Transcriptional regulatory protein OmpR
AKMGFOCH_05707	CDS	1257				hypothetical protein
AKMGFOCH_05708	CDS	930				hypothetical protein
AKMGFOCH_05709	CDS	1317	lplT			Lysophospholipid transporter LplT
AKMGFOCH_05710	CDS	3534	smc		COG1196	Chromosome partition protein Smc
AKMGFOCH_05711	CDS	1065	zipA			Cell division protein ZipA
AKMGFOCH_05712	CDS	2100	ligA	6.5.1.2	COG0272	DNA ligase
AKMGFOCH_05713	CDS	777		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
AKMGFOCH_05714	CDS	270				hypothetical protein
AKMGFOCH_05715	CDS	567	yciB		COG2917	Intracellular septation protein
AKMGFOCH_05716	CDS	399	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
AKMGFOCH_05717	CDS	678	bioM	3.6.3.-	COG1122	Biotin transport ATP-binding protein BioM
AKMGFOCH_05718	CDS	597	bioN		COG0619	Energy-coupling factor transporter transmembrane protein BioN
AKMGFOCH_05719	CDS	558	bioY		COG1268	Biotin transporter BioY
AKMGFOCH_05720	CDS	1164				hypothetical protein
AKMGFOCH_05721	CDS	1038				hypothetical protein
AKMGFOCH_05722	CDS	1839	btuD_15	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AKMGFOCH_05723	CDS	765	livF_22		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_05724	CDS	408				hypothetical protein
AKMGFOCH_05725	CDS	2151	plcN_4	3.1.4.3	COG3511	Non-hemolytic phospholipase C
AKMGFOCH_05726	CDS	846	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AKMGFOCH_05727	CDS	1011				hypothetical protein
AKMGFOCH_05728	CDS	984				hypothetical protein
AKMGFOCH_05729	CDS	888	livH_19		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKMGFOCH_05730	CDS	1215				hypothetical protein
AKMGFOCH_05731	CDS	711	livF_23		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_05732	CDS	774	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
AKMGFOCH_05733	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
AKMGFOCH_05734	CDS	642	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
AKMGFOCH_05735	CDS	1227				hypothetical protein
AKMGFOCH_05736	CDS	801	fpr_2	1.18.1.2	COG1018	Ferredoxin--NADP reductase
AKMGFOCH_05737	CDS	324			COG1146	Ferredoxin 1
AKMGFOCH_05738	CDS	1176	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
AKMGFOCH_05739	CDS	354	rutC_4	1.-.-.-		Putative aminoacrylate peracid reductase RutC
AKMGFOCH_05740	CDS	510				hypothetical protein
AKMGFOCH_05741	CDS	834	mtfA		COG3228	Protein MtfA
AKMGFOCH_05742	CDS	2292	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
AKMGFOCH_05743	CDS	1314	proP_3			Proline/betaine transporter
AKMGFOCH_05744	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
AKMGFOCH_05745	CDS	1200	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
AKMGFOCH_05746	CDS	867	trpA_2	4.2.1.20	COG0159	Tryptophan synthase alpha chain
AKMGFOCH_05747	CDS	879	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
AKMGFOCH_05748	CDS	549	pagL	3.1.1.77		Lipid A deacylase PagL
AKMGFOCH_05749	tRNA	80				tRNA-Ser(cga)
AKMGFOCH_05750	CDS	951	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
AKMGFOCH_05751	CDS	666			COG0546	putative protein
AKMGFOCH_05752	CDS	969	msrP_2	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
AKMGFOCH_05753	CDS	648	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
AKMGFOCH_05754	CDS	786	amiD_3	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
AKMGFOCH_05755	CDS	711	rsmI_2	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
AKMGFOCH_05756	CDS	603	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
AKMGFOCH_05757	CDS	474				hypothetical protein
AKMGFOCH_05758	CDS	183	rpmF		COG0333	50S ribosomal protein L32
AKMGFOCH_05759	CDS	1044	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
AKMGFOCH_05760	CDS	987	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
AKMGFOCH_05761	CDS	936	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
AKMGFOCH_05762	CDS	753	fabG_18	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AKMGFOCH_05763	CDS	240	acpP_1		COG0236	Acyl carrier protein
AKMGFOCH_05764	CDS	1230	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AKMGFOCH_05765	CDS	495				hypothetical protein
AKMGFOCH_05766	CDS	600	algU_2		COG1595	RNA polymerase sigma-H factor
AKMGFOCH_05767	CDS	510				hypothetical protein
AKMGFOCH_05768	CDS	1077	mucB		COG3026	Sigma factor AlgU regulatory protein MucB
AKMGFOCH_05769	CDS	1491	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
AKMGFOCH_05770	CDS	1794	lepA	3.6.5.-	COG0481	Elongation factor 4
AKMGFOCH_05771	CDS	885	lepB	3.4.21.89	COG0681	Signal peptidase I
AKMGFOCH_05772	CDS	762	rnc	3.1.26.3		Ribonuclease 3
AKMGFOCH_05773	CDS	891	era_2		COG1159	GTPase Era
AKMGFOCH_05774	CDS	546	recO			DNA repair protein RecO
AKMGFOCH_05775	CDS	918				hypothetical protein
AKMGFOCH_05776	CDS	1098	thrC_2	4.2.3.1	COG0498	Threonine synthase
AKMGFOCH_05777	CDS	981	doeB	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
AKMGFOCH_05778	CDS	963				hypothetical protein
AKMGFOCH_05779	CDS	1287				hypothetical protein
AKMGFOCH_05780	CDS	918				hypothetical protein
AKMGFOCH_05781	CDS	711	yccA		COG0670	Modulator of FtsH protease YccA
AKMGFOCH_05782	CDS	447				hypothetical protein
AKMGFOCH_05783	CDS	462				hypothetical protein
AKMGFOCH_05784	CDS	1506	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
AKMGFOCH_05785	CDS	1143				hypothetical protein
AKMGFOCH_05786	CDS	921	hdfR_14			HTH-type transcriptional regulator HdfR
AKMGFOCH_05787	CDS	1218				hypothetical protein
AKMGFOCH_05788	CDS	1494	mmsA	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
AKMGFOCH_05789	CDS	945	cysB			HTH-type transcriptional regulator CysB
AKMGFOCH_05790	CDS	330				hypothetical protein
AKMGFOCH_05791	CDS	660				hypothetical protein
AKMGFOCH_05792	CDS	1890	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AKMGFOCH_05793	CDS	408				hypothetical protein
AKMGFOCH_05794	CDS	1341				hypothetical protein
AKMGFOCH_05795	CDS	1980	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AKMGFOCH_05796	CDS	849	yijE_2			putative cystine transporter YijE
AKMGFOCH_05797	CDS	1011	ltaE_2	4.1.2.48	COG2008	Low specificity L-threonine aldolase
AKMGFOCH_05798	CDS	1335	bauA_2	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
AKMGFOCH_05799	CDS	882				hypothetical protein
AKMGFOCH_05800	CDS	345				hypothetical protein
AKMGFOCH_05801	CDS	1119				hypothetical protein
AKMGFOCH_05802	CDS	846				hypothetical protein
AKMGFOCH_05803	CDS	1647		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
AKMGFOCH_05804	CDS	450				hypothetical protein
AKMGFOCH_05805	CDS	699	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
AKMGFOCH_05806	CDS	654	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
AKMGFOCH_05807	CDS	459	elaA		COG2153	Protein ElaA
AKMGFOCH_05808	CDS	876				hypothetical protein
AKMGFOCH_05809	CDS	981	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
AKMGFOCH_05810	CDS	1887	gsiA_12	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
AKMGFOCH_05811	CDS	1554	gsiB_11		COG0747	Glutathione-binding protein GsiB
AKMGFOCH_05812	CDS	921	gsiC_11		COG0601	Glutathione transport system permease protein GsiC
AKMGFOCH_05813	CDS	903	gsiD_10		COG1173	Glutathione transport system permease protein GsiD
AKMGFOCH_05814	CDS	1095		3.4.11.25		Beta-peptidyl aminopeptidase BapA
AKMGFOCH_05815	CDS	819				hypothetical protein
AKMGFOCH_05816	CDS	1791				hypothetical protein
AKMGFOCH_05817	CDS	1008				hypothetical protein
AKMGFOCH_05818	CDS	1653	pyrG	6.3.4.2	COG0504	CTP synthase
AKMGFOCH_05819	CDS	285				hypothetical protein
AKMGFOCH_05820	CDS	1287	eno_2	4.2.1.11	COG0148	Enolase
AKMGFOCH_05821	CDS	426	ftsB			Cell division protein FtsB
AKMGFOCH_05822	CDS	669				hypothetical protein
AKMGFOCH_05823	CDS	930	hslO		COG1281	33 kDa chaperonin
AKMGFOCH_05824	CDS	522	yrdA		COG0663	Protein YrdA
AKMGFOCH_05825	CDS	1668	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AKMGFOCH_05826	CDS	858	lpxH_2	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
AKMGFOCH_05827	CDS	726				hypothetical protein
AKMGFOCH_05828	CDS	909				hypothetical protein
AKMGFOCH_05829	CDS	516				hypothetical protein
AKMGFOCH_05830	CDS	189				hypothetical protein
AKMGFOCH_05831	CDS	1788	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
AKMGFOCH_05832	CDS	429				hypothetical protein
AKMGFOCH_05833	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
AKMGFOCH_05834	CDS	1206	prpC_2	2.3.3.5	COG0372	2-methylcitrate synthase
AKMGFOCH_05835	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
AKMGFOCH_05836	CDS	990	mdh_3	1.1.1.37	COG0039	Malate dehydrogenase
AKMGFOCH_05837	CDS	780	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
AKMGFOCH_05838	CDS	417	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
AKMGFOCH_05839	CDS	384	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
AKMGFOCH_05840	CDS	1779	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
AKMGFOCH_05841	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
AKMGFOCH_05842	CDS	261				hypothetical protein
AKMGFOCH_05843	CDS	1311	gltA	2.3.3.16	COG0372	Citrate synthase
AKMGFOCH_05844	CDS	1110				hypothetical protein
AKMGFOCH_05845	CDS	453				hypothetical protein
AKMGFOCH_05846	CDS	2298	maeB_3	1.1.1.40	COG0280	NADP-dependent malic enzyme
AKMGFOCH_05847	CDS	2715	aceE_2	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
AKMGFOCH_05848	CDS	2058				hypothetical protein
AKMGFOCH_05849	CDS	1233	dapE_3	3.5.1.18		Succinyl-diaminopimelate desuccinylase
AKMGFOCH_05850	CDS	1695				hypothetical protein
AKMGFOCH_05851	CDS	945				hypothetical protein
AKMGFOCH_05852	CDS	1017	acdS	3.5.99.7		1-aminocyclopropane-1-carboxylate deaminase
AKMGFOCH_05853	CDS	471	lrp_11		COG1522	Leucine-responsive regulatory protein
AKMGFOCH_05854	CDS	2868	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
AKMGFOCH_05855	CDS	1233	sucB_2	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
AKMGFOCH_05856	CDS	1428	lpd_2	1.8.1.4		Dihydrolipoyl dehydrogenase
AKMGFOCH_05857	CDS	1092	zapE		COG1485	Cell division protein ZapE
AKMGFOCH_05858	CDS	534	fecI_22		COG1595	putative RNA polymerase sigma factor FecI
AKMGFOCH_05859	CDS	969	fecR_19		COG3712	Protein FecR
AKMGFOCH_05860	CDS	2502	fhuA_12		COG1629	Ferrichrome outer membrane transporter/phage receptor
AKMGFOCH_05861	CDS	633				hypothetical protein
AKMGFOCH_05862	CDS	282				hypothetical protein
AKMGFOCH_05863	CDS	1725				hypothetical protein
AKMGFOCH_05864	CDS	324				hypothetical protein
AKMGFOCH_05865	CDS	1353				hypothetical protein
AKMGFOCH_05866	CDS	504				hypothetical protein
AKMGFOCH_05867	CDS	2376	yhgF		COG2183	Protein YhgF
AKMGFOCH_05868	CDS	2088	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
AKMGFOCH_05869	CDS	843	bamD		COG4105	Outer membrane protein assembly factor BamD
AKMGFOCH_05870	CDS	1011	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AKMGFOCH_05871	CDS	765	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
AKMGFOCH_05872	CDS	1602	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
AKMGFOCH_05873	CDS	738	phaB_3	1.1.1.36		Acetoacetyl-CoA reductase
AKMGFOCH_05874	CDS	570				hypothetical protein
AKMGFOCH_05875	CDS	537	tpd		COG3470	34 kDa membrane antigen
AKMGFOCH_05876	CDS	363				hypothetical protein
AKMGFOCH_05877	CDS	846	efeU		COG0672	Ferrous iron permease EfeU
AKMGFOCH_05878	CDS	1398				hypothetical protein
AKMGFOCH_05879	CDS	1722	shlB_2			Hemolysin transporter protein ShlB
AKMGFOCH_05880	CDS	10077	cdiA	3.1.-.-		tRNA nuclease CdiA
AKMGFOCH_05881	CDS	318				hypothetical protein
AKMGFOCH_05882	CDS	873	phzF_2	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
AKMGFOCH_05883	CDS	339	osmY_2		COG2823	Osmotically-inducible protein Y
AKMGFOCH_05884	CDS	165				hypothetical protein
AKMGFOCH_05885	CDS	201				hypothetical protein
AKMGFOCH_05886	CDS	120				hypothetical protein
AKMGFOCH_05887	CDS	2571	cphA_1	6.3.2.29		Cyanophycin synthetase
AKMGFOCH_05888	CDS	2616	cphA_2	6.3.2.29	COG0769	Cyanophycin synthetase
AKMGFOCH_05889	CDS	2286	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AKMGFOCH_05890	CDS	471				hypothetical protein
AKMGFOCH_05891	CDS	1170				hypothetical protein
AKMGFOCH_05892	CDS	843				hypothetical protein
AKMGFOCH_05893	CDS	717	yiiM		COG2258	Protein YiiM
AKMGFOCH_05894	CDS	1194				Tn3 family transposase TnXax1
AKMGFOCH_05895	CDS	414				hypothetical protein
AKMGFOCH_05896	CDS	912				hypothetical protein
AKMGFOCH_05897	CDS	1131	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AKMGFOCH_05898	CDS	681				hypothetical protein
AKMGFOCH_05899	CDS	1476	dltA_3	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
AKMGFOCH_05900	CDS	240				hypothetical protein
AKMGFOCH_05901	CDS	1581	patA	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
AKMGFOCH_05902	CDS	1101				hypothetical protein
AKMGFOCH_05903	CDS	999				hypothetical protein
AKMGFOCH_05904	CDS	2739				hypothetical protein
AKMGFOCH_05905	CDS	1698				hypothetical protein
AKMGFOCH_05906	CDS	2214				hypothetical protein
AKMGFOCH_05907	CDS	1116	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
AKMGFOCH_05908	CDS	894	czcD_2			Metal cation efflux system protein CzcD
AKMGFOCH_05909	CDS	723				hypothetical protein
AKMGFOCH_05910	tmRNA	389	ssrA			transfer-messenger RNA, SsrA
AKMGFOCH_05911	CDS	1176	pbuE_4		COG2814	Purine efflux pump PbuE
AKMGFOCH_05912	CDS	675	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
AKMGFOCH_05913	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
AKMGFOCH_05914	CDS	594	ompA			Outer membrane protein A
AKMGFOCH_05915	CDS	2670	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
AKMGFOCH_05916	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
AKMGFOCH_05917	CDS	1086	pheA_2			Bifunctional chorismate mutase/prephenate dehydratase
AKMGFOCH_05918	CDS	1122	hisC_4	2.6.1.9		Histidinol-phosphate aminotransferase
AKMGFOCH_05919	CDS	903	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
AKMGFOCH_05920	CDS	1323	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
AKMGFOCH_05921	CDS	690	cmk	2.7.4.25	COG0283	Cytidylate kinase
AKMGFOCH_05922	CDS	1713	rpsA		COG0539	30S ribosomal protein S1
AKMGFOCH_05923	CDS	360	ihfB			Integration host factor subunit beta
AKMGFOCH_05924	CDS	315	lapA			Lipopolysaccharide assembly protein A
AKMGFOCH_05925	CDS	1218	lapB		COG2956	Lipopolysaccharide assembly protein B
AKMGFOCH_05926	CDS	942	rfaE	2.7.1.167	COG2870	D-beta-D-heptose 7-phosphate kinase
AKMGFOCH_05927	CDS	990	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
AKMGFOCH_05928	CDS	549				hypothetical protein
AKMGFOCH_05929	CDS	924	cysM	2.5.1.47	COG0031	Cysteine synthase B
AKMGFOCH_05930	CDS	981				hypothetical protein
AKMGFOCH_05931	CDS	777	iclR_4		COG1414	Transcriptional repressor IclR
AKMGFOCH_05932	CDS	1050				hypothetical protein
AKMGFOCH_05933	CDS	1158	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
AKMGFOCH_05934	CDS	924		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
AKMGFOCH_05935	CDS	750	etfB			Electron transfer flavoprotein subunit beta
