locus_tag	ftype	length_bp	gene	EC_number	COG	product
APNAJNJK_04744	CDS	546				hypothetical protein
APNAJNJK_04745	CDS	759				hypothetical protein
APNAJNJK_04746	CDS	759				hypothetical protein
APNAJNJK_04747	CDS	114				hypothetical protein
APNAJNJK_04748	CDS	1047	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
APNAJNJK_04749	CDS	948	rhaS_11			HTH-type transcriptional activator RhaS
APNAJNJK_04750	CDS	972	dmlR_28			HTH-type transcriptional regulator DmlR
APNAJNJK_04751	CDS	624	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
APNAJNJK_04752	CDS	1203				hypothetical protein
APNAJNJK_04753	CDS	225				hypothetical protein
APNAJNJK_04754	CDS	252				hypothetical protein
APNAJNJK_04755	CDS	603	argO_1		COG1279	Arginine exporter protein ArgO
APNAJNJK_04756	CDS	468				hypothetical protein
APNAJNJK_04757	CDS	1104	bshA_2	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
APNAJNJK_04758	CDS	357				hypothetical protein
APNAJNJK_04759	CDS	1431	intA_3		COG0582	Prophage integrase IntA
APNAJNJK_04760	CDS	1440	ptsJ_3		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
APNAJNJK_04761	CDS	1218	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
APNAJNJK_04762	CDS	807	paaG_3	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
APNAJNJK_04763	CDS	963				hypothetical protein
APNAJNJK_04764	CDS	672				hypothetical protein
APNAJNJK_04765	CDS	777	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
APNAJNJK_04766	CDS	639	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
APNAJNJK_04767	CDS	573	scoA_2	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
APNAJNJK_04768	CDS	771				hypothetical protein
APNAJNJK_04769	CDS	816	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
APNAJNJK_04770	CDS	891	mmsB_2	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
APNAJNJK_04771	CDS	1209	braC_6		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
APNAJNJK_04772	CDS	864	livH_15		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_04773	CDS	945				hypothetical protein
APNAJNJK_04774	CDS	735	cysA_4	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
APNAJNJK_04775	CDS	723	livF_18		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_04776	CDS	762	bacC_6	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
APNAJNJK_04777	CDS	291				hypothetical protein
APNAJNJK_04778	CDS	1131	namA_3	1.6.99.1	COG1902	NADPH dehydrogenase
APNAJNJK_04779	CDS	807	tsaQ1_2			HTH-type transcriptional regulator TsaQ1/TsaQ2
APNAJNJK_04780	CDS	789	tsaQ1_3			HTH-type transcriptional regulator TsaQ1/TsaQ2
APNAJNJK_04781	CDS	801	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
APNAJNJK_04782	CDS	789	dpgD	4.2.1.17		Enoyl-CoA-hydratase
APNAJNJK_04783	CDS	963				hypothetical protein
APNAJNJK_04784	CDS	966				hypothetical protein
APNAJNJK_04785	CDS	489				hypothetical protein
APNAJNJK_04786	CDS	1221	yfdE_4	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
APNAJNJK_04787	CDS	2016	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
APNAJNJK_04788	CDS	1605		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
APNAJNJK_04789	CDS	318				hypothetical protein
APNAJNJK_04790	CDS	1377				hypothetical protein
APNAJNJK_04791	CDS	2115	hdfR_11			HTH-type transcriptional regulator HdfR
APNAJNJK_04792	CDS	180				hypothetical protein
APNAJNJK_04793	CDS	228				hypothetical protein
APNAJNJK_04794	CDS	621	hdfR_12			HTH-type transcriptional regulator HdfR
APNAJNJK_04795	CDS	1794	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
APNAJNJK_04796	CDS	795	paaG_4	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
APNAJNJK_04797	CDS	903				hypothetical protein
APNAJNJK_04798	CDS	774	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
APNAJNJK_04799	CDS	801	menB_2	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
APNAJNJK_04800	CDS	768	golD	1.1.1.6		NAD-dependent glycerol dehydrogenase
APNAJNJK_04801	CDS	1650		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
APNAJNJK_04802	CDS	2031	fadH_3	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
APNAJNJK_04803	CDS	1350	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
APNAJNJK_04804	CDS	990	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
APNAJNJK_04805	CDS	1107				hypothetical protein
APNAJNJK_04806	CDS	255	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
APNAJNJK_04807	CDS	414				hypothetical protein
APNAJNJK_04808	CDS	609				hypothetical protein
APNAJNJK_04809	CDS	1674		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
APNAJNJK_04810	CDS	1209	pcaF_3	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
APNAJNJK_04811	CDS	1602	fadJ_4	5.1.2.3		Fatty acid oxidation complex subunit alpha
APNAJNJK_04812	CDS	420	fadB_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase
APNAJNJK_04813	CDS	1161	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
APNAJNJK_04814	CDS	900	dmlR_29			HTH-type transcriptional regulator DmlR
APNAJNJK_04815	CDS	2931				hypothetical protein
APNAJNJK_04816	tRNA	77				tRNA-Pro(tgg)
APNAJNJK_04817	CDS	1356	genK		COG0477	Gentisate transporter
APNAJNJK_04818	CDS	777	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
APNAJNJK_04819	CDS	858	pstA		COG0581	Phosphate transport system permease protein PstA
APNAJNJK_04820	CDS	1017	pstC		COG0573	Phosphate transport system permease protein PstC
APNAJNJK_04821	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
APNAJNJK_04822	CDS	2076	ppk	2.7.4.1		Polyphosphate kinase
APNAJNJK_04823	CDS	1488	ppx	3.6.1.11	COG0248	Exopolyphosphatase
APNAJNJK_04824	CDS	804				hypothetical protein
APNAJNJK_04825	CDS	1344	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
APNAJNJK_04826	CDS	789	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
APNAJNJK_04827	CDS	1899	ftsH_2	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
APNAJNJK_04828	CDS	633	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
APNAJNJK_04829	CDS	603				hypothetical protein
APNAJNJK_04830	CDS	477	greA		COG0782	Transcription elongation factor GreA
APNAJNJK_04831	CDS	1620	tsr_2		COG0840	Methyl-accepting chemotaxis protein I
APNAJNJK_04832	CDS	1311	rutG		COG2233	Putative pyrimidine permease RutG
APNAJNJK_04833	CDS	432				hypothetical protein
APNAJNJK_04834	CDS	1326	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
APNAJNJK_04835	CDS	1710				hypothetical protein
APNAJNJK_04836	CDS	1086	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_04837	CDS	909	cmpR_8		COG0583	HTH-type transcriptional activator CmpR
APNAJNJK_04838	CDS	645	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
APNAJNJK_04839	CDS	774		1.-.-.-	COG1028	putative oxidoreductase
APNAJNJK_04840	CDS	897				hypothetical protein
APNAJNJK_04841	CDS	3243	carB_1	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
APNAJNJK_04842	CDS	1155	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
APNAJNJK_04843	CDS	954	tal	2.2.1.2		Transaldolase
APNAJNJK_04844	CDS	528				hypothetical protein
APNAJNJK_04845	CDS	2193	bphP	2.7.13.3		Bacteriophytochrome
APNAJNJK_04846	CDS	366	atoC_2		COG2204	Regulatory protein AtoC
APNAJNJK_04847	CDS	663				hypothetical protein
APNAJNJK_04848	CDS	603				hypothetical protein
APNAJNJK_04849	CDS	795				hypothetical protein
APNAJNJK_04850	CDS	813	btuD_17	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_04851	CDS	1041	ssuA_2		COG0715	Putative aliphatic sulfonates-binding protein
APNAJNJK_04852	CDS	1290	smtB_2	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
APNAJNJK_04853	CDS	609	recR		COG0353	Recombination protein RecR
APNAJNJK_04854	CDS	327	ybaB		COG0718	Nucleoid-associated protein YbaB
APNAJNJK_04855	CDS	2295				hypothetical protein
APNAJNJK_04856	CDS	3564	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
APNAJNJK_04857	CDS	2664				hypothetical protein
APNAJNJK_04858	CDS	162				hypothetical protein
APNAJNJK_04859	CDS	1200				L-lactate transporter
APNAJNJK_04860	CDS	954		1.6.5.11	COG2070	NADH:quinone reductase
APNAJNJK_04861	CDS	426	fitB	3.1.-.-		Toxin FitB
APNAJNJK_04862	CDS	255				hypothetical protein
APNAJNJK_04863	CDS	972				hypothetical protein
APNAJNJK_04864	CDS	1197	uctC_5	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
APNAJNJK_04865	CDS	735	paaF_3	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
APNAJNJK_04866	CDS	537				hypothetical protein
APNAJNJK_04867	CDS	951	yngG_1	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
APNAJNJK_04868	CDS	1623	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
APNAJNJK_04869	CDS	765	crt_3	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
APNAJNJK_04870	tRNA	75				tRNA-Arg(cct)
APNAJNJK_04871	CDS	1284				hypothetical protein
APNAJNJK_04872	CDS	390				hypothetical protein
APNAJNJK_04873	CDS	1029	adhT_2	1.1.1.1		Alcohol dehydrogenase
APNAJNJK_04874	CDS	579	yhbO_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
APNAJNJK_04875	CDS	489	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
APNAJNJK_04876	CDS	984	xerD		COG4974	Tyrosine recombinase XerD
APNAJNJK_04877	CDS	906	perR			HTH-type transcriptional regulator PerR
APNAJNJK_04878	CDS	1683	ilvG_2	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
APNAJNJK_04879	CDS	1194	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
APNAJNJK_04880	CDS	987				hypothetical protein
APNAJNJK_04881	CDS	1608				hypothetical protein
APNAJNJK_04882	CDS	1623				hypothetical protein
APNAJNJK_04883	CDS	441				hypothetical protein
APNAJNJK_04884	CDS	1248	boxA	1.14.13.208		Benzoyl-CoA oxygenase component A
APNAJNJK_04885	CDS	1428	boxB	1.14.13.208		Benzoyl-CoA oxygenase component B
APNAJNJK_04886	tRNA	89				tRNA-SeC(tca)
APNAJNJK_04887	CDS	912	aroK_1	2.7.1.71		Shikimate kinase
APNAJNJK_04888	CDS	471				hypothetical protein
APNAJNJK_04889	CDS	1560	bclA_2	6.2.1.25		Benzoate--CoA ligase
APNAJNJK_04890	CDS	846	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
APNAJNJK_04891	CDS	1161			COG0683	Leu/Ile/Val-binding protein 
APNAJNJK_04892	CDS	882	livH_16		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_04893	CDS	1041				hypothetical protein
APNAJNJK_04894	CDS	774	ecfA3	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA3
APNAJNJK_04895	CDS	711	livF_19		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_04896	CDS	1557	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
APNAJNJK_04897	CDS	1023	yhdW_4			Putative amino-acid ABC transporter-binding protein YhdW
APNAJNJK_04898	CDS	1017				hypothetical protein
APNAJNJK_04899	CDS	681	pcaI_2	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
APNAJNJK_04900	CDS	642	pcaJ_2	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
APNAJNJK_04901	CDS	828	pcaR_1		COG1414	Pca regulon regulatory protein
APNAJNJK_04902	CDS	1047	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
APNAJNJK_04903	CDS	1191	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
APNAJNJK_04904	CDS	522	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
APNAJNJK_04905	CDS	573	dsbB_2			Disulfide bond formation protein B
APNAJNJK_04906	CDS	159				hypothetical protein
APNAJNJK_04907	CDS	882	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
APNAJNJK_04908	CDS	456				hypothetical protein
APNAJNJK_04909	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
APNAJNJK_04910	CDS	900				hypothetical protein
APNAJNJK_04911	CDS	1311	dctA_2		COG1301	Aerobic C4-dicarboxylate transport protein
APNAJNJK_04912	CDS	435				hypothetical protein
APNAJNJK_04913	CDS	1206	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
APNAJNJK_04914	CDS	717	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
APNAJNJK_04915	CDS	777	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
APNAJNJK_04916	CDS	891	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
APNAJNJK_04917	CDS	1116	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
APNAJNJK_04918	CDS	618	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
APNAJNJK_04919	CDS	471	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
APNAJNJK_04920	CDS	723	phnF		COG2188	putative transcriptional regulator PhnF
APNAJNJK_04921	CDS	1197	phnM_2	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
APNAJNJK_04922	CDS	744				hypothetical protein
APNAJNJK_04923	CDS	579	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
APNAJNJK_04924	CDS	960	gbpR_4			HTH-type transcriptional regulator GbpR
APNAJNJK_04925	CDS	1833	ywrD_5	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
APNAJNJK_04926	CDS	972				hypothetical protein
APNAJNJK_04927	CDS	492				hypothetical protein
APNAJNJK_04928	CDS	795	phnE_1		COG3639	Phosphate-import permease protein PhnE
APNAJNJK_04929	CDS	981				hypothetical protein
APNAJNJK_04930	CDS	843	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
APNAJNJK_04931	CDS	432				hypothetical protein
APNAJNJK_04932	CDS	348				hypothetical protein
APNAJNJK_04933	CDS	540				hypothetical protein
APNAJNJK_04934	CDS	264	infA_1			Translation initiation factor IF-1
APNAJNJK_04935	CDS	327				hypothetical protein
APNAJNJK_04936	CDS	885				hypothetical protein
APNAJNJK_04937	CDS	348				hypothetical protein
APNAJNJK_04938	CDS	648	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
APNAJNJK_04939	CDS	1125				hypothetical protein
APNAJNJK_04940	CDS	126				hypothetical protein
APNAJNJK_04941	CDS	1476	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
APNAJNJK_04942	CDS	648				hypothetical protein
APNAJNJK_04943	CDS	615	yfcG_5	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
APNAJNJK_04944	CDS	318	cbpM			Chaperone modulatory protein CbpM
APNAJNJK_04945	CDS	963	cbpA		COG2214	Curved DNA-binding protein
APNAJNJK_04946	CDS	549	ypeA_2	2.3.1.-		Acetyltransferase YpeA
APNAJNJK_04947	CDS	330				hypothetical protein
APNAJNJK_04948	CDS	636	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
APNAJNJK_04949	CDS	402				hypothetical protein
APNAJNJK_04950	CDS	2403				hypothetical protein
APNAJNJK_04951	CDS	945	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
APNAJNJK_04952	CDS	1185	ackA	2.7.2.1	COG0282	Acetate kinase
APNAJNJK_04953	CDS	774	fabI_2	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
APNAJNJK_04954	CDS	1650			COG0659	putative sulfate transporter
APNAJNJK_04955	CDS	984				hypothetical protein
APNAJNJK_04956	CDS	1194	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
APNAJNJK_04957	CDS	1011	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
APNAJNJK_04958	CDS	2037	tktA	2.2.1.1	COG0021	Transketolase 1
APNAJNJK_04959	CDS	501				hypothetical protein
APNAJNJK_04960	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
APNAJNJK_04961	CDS	468				hypothetical protein
APNAJNJK_04962	CDS	1236				hypothetical protein
APNAJNJK_04963	CDS	2289	maeB_2	1.1.1.40	COG0280	NADP-dependent malic enzyme
APNAJNJK_04964	CDS	897				hypothetical protein
APNAJNJK_04965	CDS	1161	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
APNAJNJK_04966	CDS	1110				hypothetical protein
APNAJNJK_04967	CDS	1107				hypothetical protein
APNAJNJK_04968	CDS	819				hypothetical protein
APNAJNJK_04969	CDS	1545	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
APNAJNJK_04970	CDS	360				hypothetical protein
APNAJNJK_04971	CDS	411				hypothetical protein
APNAJNJK_04972	CDS	318	yqjD		COG4575	putative protein YqjD
APNAJNJK_04973	CDS	732				hypothetical protein
APNAJNJK_04974	CDS	870	cmpD_3	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
APNAJNJK_04975	CDS	876	cmpB_2		COG0600	Bicarbonate transport system permease protein CmpB
APNAJNJK_04976	CDS	1299	nrtA			Nitrate/nitrite binding protein NrtA
APNAJNJK_04977	CDS	1416	cysG		COG0007	Siroheme synthase
APNAJNJK_04978	CDS	639	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
APNAJNJK_04979	CDS	1491	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
APNAJNJK_04980	CDS	1155				hypothetical protein
APNAJNJK_04981	CDS	504		1.5.1.-		putative flavin reductase
APNAJNJK_04982	CDS	1014	limB	1.14.13.107		Limonene 1,2-monooxygenase
APNAJNJK_04983	CDS	834	xynR_6		COG1414	HTH-type transcriptional regulator XynR
APNAJNJK_04984	CDS	1125	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
APNAJNJK_04985	CDS	1137	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
APNAJNJK_04986	CDS	282				hypothetical protein
APNAJNJK_04987	CDS	297				hypothetical protein
APNAJNJK_04988	CDS	345	yajC		COG1862	Sec translocon accessory complex subunit YajC
APNAJNJK_04989	CDS	1881	secD_1		COG0342	Protein translocase subunit SecD
APNAJNJK_04990	CDS	936	secF		COG0341	Protein translocase subunit SecF
APNAJNJK_04991	CDS	369				hypothetical protein
APNAJNJK_04992	CDS	312				hypothetical protein
APNAJNJK_04993	CDS	678				hypothetical protein
APNAJNJK_04994	CDS	714	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
APNAJNJK_04995	CDS	762				hypothetical protein
APNAJNJK_04996	CDS	1434	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
APNAJNJK_04997	CDS	1026	ybeZ		COG1702	PhoH-like protein
APNAJNJK_04998	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
APNAJNJK_04999	CDS	891	corC		COG4535	Magnesium and cobalt efflux protein CorC
APNAJNJK_05000	CDS	1632	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
APNAJNJK_05001	CDS	1056	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
APNAJNJK_05002	tRNA	76				tRNA-Ala(ggc)
APNAJNJK_05003	tRNA	76				tRNA-Glu(ttc)
APNAJNJK_05004	tRNA	77				tRNA-Asp(gtc)
APNAJNJK_05005	tRNA	76				tRNA-Ala(ggc)
APNAJNJK_05006	tRNA	76				tRNA-Glu(ttc)
APNAJNJK_05007	tRNA	77				tRNA-Asp(gtc)
APNAJNJK_05008	CDS	1491				hypothetical protein
APNAJNJK_05009	CDS	1026	bioB	2.8.1.6	COG0502	Biotin synthase
APNAJNJK_05010	CDS	888				hypothetical protein
APNAJNJK_05011	CDS	1404	ycaD			putative MFS-type transporter YcaD
APNAJNJK_05012	CDS	504		1.11.1.15		Peroxiredoxin
APNAJNJK_05013	CDS	426				hypothetical protein
APNAJNJK_05014	CDS	885				hypothetical protein
APNAJNJK_05015	CDS	3708				hypothetical protein
APNAJNJK_05016	CDS	489	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
APNAJNJK_05017	CDS	252	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
APNAJNJK_05018	CDS	483				hypothetical protein
APNAJNJK_05019	CDS	525	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
APNAJNJK_05020	CDS	1206	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
APNAJNJK_05021	CDS	624	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
APNAJNJK_05022	CDS	1095	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
APNAJNJK_05023	CDS	1077				hypothetical protein
APNAJNJK_05024	CDS	558				hypothetical protein
APNAJNJK_05025	CDS	1572	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
APNAJNJK_05026	CDS	2877		1.17.1.9		Putative formate dehydrogenase
APNAJNJK_05027	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
APNAJNJK_05028	CDS	258				hypothetical protein
APNAJNJK_05029	CDS	1668				hypothetical protein
APNAJNJK_05030	CDS	1131	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
APNAJNJK_05031	CDS	690				hypothetical protein
APNAJNJK_05032	CDS	525				hypothetical protein
APNAJNJK_05033	CDS	498				hypothetical protein
APNAJNJK_05034	CDS	927	benM_4			HTH-type transcriptional regulator BenM
APNAJNJK_05035	CDS	804	murI	5.1.1.3	COG0796	Glutamate racemase
APNAJNJK_05036	CDS	426				hypothetical protein
APNAJNJK_05037	CDS	429				hypothetical protein
APNAJNJK_05038	CDS	1383	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
APNAJNJK_05039	CDS	663	phoP_3			Virulence transcriptional regulatory protein PhoP
APNAJNJK_05040	CDS	348				hypothetical protein
APNAJNJK_05041	CDS	336				hypothetical protein
APNAJNJK_05042	CDS	1326		1.14.13.239		Carnitine monooxygenase reductase subunit
APNAJNJK_05043	CDS	1326				hypothetical protein
APNAJNJK_05044	CDS	453				Azurin
APNAJNJK_05045	CDS	705	fabG_12	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
APNAJNJK_05046	CDS	1563				hypothetical protein
APNAJNJK_05047	CDS	1401				hypothetical protein
APNAJNJK_05048	CDS	969				hypothetical protein
APNAJNJK_05049	CDS	1149	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
APNAJNJK_05050	CDS	927	oxyR_3			Hydrogen peroxide-inducible genes activator
APNAJNJK_05051	CDS	465				hypothetical protein
APNAJNJK_05052	CDS	369				hypothetical protein
APNAJNJK_05053	CDS	513	ecfG			ECF RNA polymerase sigma factor EcfG
APNAJNJK_05054	CDS	816				hypothetical protein
APNAJNJK_05055	CDS	738				hypothetical protein
APNAJNJK_05056	CDS	3636	carB_2			Carbamoyl-phosphate synthase large chain
APNAJNJK_05057	CDS	1830	atzF	3.5.1.54		Allophanate hydrolase
APNAJNJK_05058	CDS	1254	amiC_7			Aliphatic amidase expression-regulating protein
APNAJNJK_05059	CDS	1632				hypothetical protein
APNAJNJK_05060	CDS	1128				hypothetical protein
APNAJNJK_05061	CDS	840	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
APNAJNJK_05062	CDS	699	livF_20		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_05063	CDS	399				hypothetical protein
APNAJNJK_05064	CDS	2202	cntO_3		COG1629	Metal-pseudopaline receptor CntO
APNAJNJK_05065	CDS	1536				hypothetical protein
APNAJNJK_05066	CDS	429	arsC_3	1.20.4.1		Arsenate reductase
APNAJNJK_05067	CDS	723	nreC_2		COG2197	Oxygen regulatory protein NreC
APNAJNJK_05068	CDS	1797				hypothetical protein
APNAJNJK_05069	CDS	606	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
APNAJNJK_05070	CDS	552	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
APNAJNJK_05071	CDS	1458	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
APNAJNJK_05072	CDS	483				hypothetical protein
APNAJNJK_05073	CDS	786	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
APNAJNJK_05074	CDS	999	hmuU_3		COG0609	Hemin transport system permease protein HmuU
APNAJNJK_05075	CDS	834	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
APNAJNJK_05076	CDS	1059	hemS		COG3720	Hemin transport protein HemS
APNAJNJK_05077	CDS	2589	btuB_5			Vitamin B12 transporter BtuB
APNAJNJK_05078	CDS	1002	fecR_11		COG3712	Protein FecR
APNAJNJK_05079	CDS	510	fecI_13		COG1595	putative RNA polymerase sigma factor FecI
APNAJNJK_05080	CDS	468				hypothetical protein
APNAJNJK_05081	CDS	864				hypothetical protein
APNAJNJK_05082	CDS	693				hypothetical protein
APNAJNJK_05083	CDS	423	ehpR			Phenazine antibiotic resistance protein EhpR
APNAJNJK_05084	CDS	1311				hypothetical protein
APNAJNJK_05085	CDS	921	cmpR_9		COG0583	HTH-type transcriptional activator CmpR
APNAJNJK_05086	CDS	1134	thrC_3	4.2.3.1	COG0498	Threonine synthase
